code_insee_com,nom_com,typologie_territoire,alti_med,latitude,longitude,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
21481,Perrigny-lès-Dijon,Ceintures urbaines,219,47.258,5.02,55.7,9.0,4.0,1.0,6.95,17.15,9.9,3.1,2957.5,11787.5
21482,Perrigny-sur-l'Ognon,Rural à habitat dispersé,305,47.305,5.464,59.7,7.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21483,Pichanges,Rural à habitat dispersé,275,47.456,5.158,56.8,10.0,4.0,2.0,7.5,19.7,10.05,2.5,2957.5,11787.5
21484,Planay,Rural à habitat dispersé,195,47.737,4.375,64.4,11.0,4.0,2.0,6.1,16.6,10.6,2.95,2850.0,11227.0
21485,Plombières-lès-Dijon,Ceintures urbaines,259,47.339,4.95,54.1,11.0,4.0,2.0,6.95,17.15,9.9,3.1,2957.5,11787.5
21487,Pluvet,Rural à habitat dispersé,200,47.198,5.264,59.9,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21488,Poinçon-lès-Larrey,Rural à habitat dispersé,215,47.869,4.456,62.95,10.0,4.0,2.0,6.1,18.45,9.6,2.6,2850.0,11227.0
21489,Poiseul-la-Grange,Rural à habitat très dispersé,440,47.577,4.794,75.0,12.0,5.0,2.0,5.3,14.6,10.2,3.8,2850.0,11227.0
21490,Poiseul-la-Ville-et-Laperrière,Rural à habitat très dispersé,415,47.57,4.664,71.6,10.0,5.0,2.0,5.3,14.6,10.2,3.8,2850.0,11227.0
21491,Poiseul-lès-Saulx,Rural à habitat dispersé,461,47.578,4.982,66.8,10.0,5.0,2.0,6.6,14.4,10.1,2.5,2957.5,11787.5
21492,Pommard,Rural à habitat dispersé,246,47.014,4.795,57.55,9.0,4.0,2.0,6.6,15.9,10.1,4.1,2964.0,11154.0
21493,Poncey-lès-Athée,Bourgs ruraux,199,47.236,5.385,67.2,10.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21494,Poncey-sur-l'Ignon,Rural à habitat très dispersé,465,47.49,4.752,72.3,10.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21495,Pont,Rural à habitat dispersé,199,47.179,5.325,67.2,10.0,5.0,2.0,6.85,16.75,10.7,3.2,3157.5,12718.5
21496,Pontailler-sur-Saône,Bourgs ruraux,199,47.302,5.412,67.2,10.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21497,Pont-et-Massène,Rural à habitat dispersé,295,47.469,4.358,58.0,10.0,4.0,1.0,6.2,15.7,10.2,1.6,NA,NA
21498,Posanges,Rural à habitat très dispersé,318,47.422,4.525,72.3,11.0,5.0,2.0,6.7,14.7,9.7,1.6,NA,NA
21499,Pothières,Rural à habitat dispersé,193,47.917,4.497,70.1,11.0,5.0,2.0,6.1,18.45,9.6,2.6,2850.0,11227.0
21500,Pouillenay,Rural à habitat dispersé,340,47.503,4.461,73.75,12.0,6.0,2.0,6.65,16.2,10.2,1.6,NA,NA
21501,Pouilly-en-Auxois,Bourgs ruraux,412,47.263,4.556,65.2,11.0,4.0,2.0,6.1,15.3,9.7,2.5,NA,NA
21502,Pouilly-sur-Saône,Rural à habitat dispersé,182,47.011,5.122,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21503,Pouilly-sur-Vingeanne,Rural à habitat dispersé,202,47.54,5.452,69.75,11.0,5.0,2.0,5.6,15.7,10.6,2.5,3004.0,12060.0
21504,Prâlon,Rural à habitat dispersé,578,47.31,4.775,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21505,Précy-sous-Thil,Rural à habitat dispersé,335,47.402,4.317,59.6,10.0,4.0,2.0,6.2,15.7,10.2,1.6,NA,NA
21506,Premeaux-Prissey,Bourgs ruraux,232,47.105,4.943,60.75,7.0,4.0,2.0,6.6,15.9,10.1,4.1,2957.5,11787.5
21508,Prenois,Rural à habitat dispersé,578,47.375,4.906,70.4,11.0,5.0,2.0,6.95,17.15,9.5,3.8,2957.5,11787.5
21510,Prusly-sur-Ource,Rural à habitat dispersé,215,47.88,4.643,62.95,10.0,4.0,2.0,5.1,15.5,9.6,2.6,2850.0,11227.0
21511,Puits,Rural à habitat dispersé,392,47.727,4.467,59.0,10.0,4.0,2.0,6.0,15.2,9.6,2.6,2850.0,11227.0
21512,Puligny-Montrachet,Rural à habitat dispersé,232,46.947,4.759,58.5,9.5,4.0,2.0,7.5,16.35,10.2,2.5,3159.5,12751.0
21514,Quemigny-sur-Seine,Rural à habitat très dispersé,401,47.656,4.659,70.3,11.0,5.0,2.0,5.3,14.6,10.2,2.6,2850.0,11227.0
21515,Quetigny,Centres urbains intermédiaires,219,47.32,5.116,55.7,9.0,4.0,1.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21516,Quincerot,Rural à habitat très dispersé,277,47.617,4.271,70.7,12.0,5.0,2.0,6.1,16.6,10.6,1.6,NA,NA
21517,Quincey,Rural à habitat dispersé,232,47.107,4.972,60.75,7.0,4.0,2.0,7.35,20.0,10.1,3.1,2957.5,11787.5
21518,Quincy-le-Vicomte,Rural à habitat dispersé,277,47.618,4.24,70.7,12.0,5.0,2.0,6.1,16.6,10.6,1.6,NA,NA
21519,Recey-sur-Ource,Rural à habitat dispersé,326,47.78,4.863,69.7,11.0,5.0,2.0,5.5,17.7,10.1,2.6,2850.0,11227.0
21520,Remilly-en-Montagne,Rural à habitat dispersé,365,47.29,4.729,75.6,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21521,Remilly-sur-Tille,Rural à habitat dispersé,200,47.307,5.231,59.9,9.0,4.0,2.0,7.5,19.7,9.9,3.1,2957.5,11787.5
21522,Renève,Rural à habitat dispersé,202,47.411,5.408,69.75,11.0,5.0,2.0,5.6,15.7,10.3,2.3,3021.0,11776.0
21523,Reulle-Vergy,Rural à habitat dispersé,265,47.188,4.897,57.4,8.0,4.0,2.0,6.6,15.9,10.1,4.1,2957.5,11787.5
21524,Riel-les-Eaux,Rural à habitat dispersé,315,47.988,4.681,68.6,11.0,5.0,2.0,6.4,15.2,10.2,2.6,2850.0,11227.0
21525,Roche-en-Brenil,Rural à habitat dispersé,500,47.382,4.172,99.1,10.5,6.5,3.5,6.9,16.9,9.6,3.3,NA,NA
21526,Rochefort-sur-Brévon,Rural à habitat très dispersé,380,47.741,4.706,55.4,10.0,4.0,2.0,6.0,15.2,10.2,2.6,2850.0,11227.0
21527,Rochepot,Rural à habitat dispersé,324,46.958,4.676,56.2,9.0,4.0,2.0,6.4,16.3,10.2,4.1,2964.0,11154.0
21528,Roche-Vanneau,Rural à habitat très dispersé,340,47.471,4.529,73.75,12.0,6.0,2.0,6.65,16.2,10.2,1.6,NA,NA
21529,Roilly,Rural à habitat très dispersé,335,47.417,4.341,59.6,10.0,4.0,2.0,6.2,15.7,10.2,1.6,NA,NA
21530,Rougemont,Rural à habitat dispersé,277,47.67,4.257,70.7,12.0,5.0,2.0,6.1,16.6,10.6,2.95,NA,NA
21531,Rouvray,Rural à habitat dispersé,517,47.418,4.112,81.4,12.0,5.0,2.0,6.9,16.9,10.4,2.8,NA,NA
21532,Rouvres-en-Plaine,Bourgs ruraux,219,47.239,5.138,55.7,9.0,4.0,1.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21533,Rouvres-sous-Meilly,Rural à habitat dispersé,400,47.206,4.59,66.8,11.0,5.0,2.0,6.1,15.3,9.7,2.5,NA,NA
21534,Ruffey-lès-Beaune,Rural à habitat dispersé,246,47.022,4.923,57.55,9.0,4.0,2.0,6.6,15.9,10.1,4.1,3159.5,12751.0
21535,Ruffey-lès-Echirey,Bourgs ruraux,259,47.368,5.085,54.1,11.0,4.0,2.0,6.95,17.15,9.9,3.1,2957.5,11787.5
21536,Sacquenay,Rural à habitat dispersé,283,47.584,5.321,59.8,10.0,4.0,1.0,5.6,15.7,10.05,2.5,2752.0,10923.0
21537,Saffres,Rural à habitat dispersé,318,47.366,4.581,72.3,11.0,5.0,2.0,6.7,14.7,9.7,3.8,NA,NA
21538,Saint-Andeux,Rural à habitat très dispersé,517,47.396,4.093,81.4,12.0,5.0,2.0,6.9,16.9,10.4,2.8,NA,NA
21539,Saint-Anthot,Rural à habitat dispersé,412,47.321,4.644,65.2,11.0,4.0,2.0,5.1,16.4,9.7,3.8,NA,NA
21540,Saint-Apollinaire,Grands centres urbains,259,47.336,5.093,54.1,11.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21541,Saint-Aubin,Rural à habitat dispersé,425,46.95,4.711,68.65,10.0,5.0,2.0,6.4,16.3,10.2,4.1,2964.0,11154.0
21542,Saint-Bernard,Rural à habitat dispersé,232,47.16,5.024,60.75,7.0,4.0,2.0,7.35,20.0,9.9,3.1,2957.5,11787.5
21543,Saint-Broing-les-Moines,Rural à habitat dispersé,326,47.701,4.842,69.7,11.0,5.0,2.0,5.5,17.7,10.2,2.6,2850.0,11227.0
21544,Sainte-Colombe-en-Auxois,Rural à habitat très dispersé,340,47.427,4.462,73.75,12.0,6.0,2.0,6.65,16.2,10.2,1.6,NA,NA
21545,Sainte-Colombe-sur-Seine,Rural à habitat dispersé,215,47.861,4.528,62.95,10.0,4.0,2.0,5.1,15.5,9.6,2.6,2850.0,11227.0
21546,Saint-Didier,Rural à habitat très dispersé,500,47.317,4.173,99.1,10.5,6.5,3.5,5.2,14.1,9.6,3.3,NA,NA
21547,Saint-Euphrône,Rural à habitat dispersé,295,47.467,4.392,58.0,10.0,4.0,1.0,6.65,16.2,10.2,1.6,NA,NA
21548,Saint-Germain-de-Modéon,Rural à habitat très dispersé,517,47.372,4.124,81.4,12.0,5.0,2.0,6.9,16.9,10.4,2.8,NA,NA
21549,Saint-Germain-le-Rocheux,Rural à habitat dispersé,380,47.756,4.663,55.4,10.0,4.0,2.0,5.1,15.5,9.6,2.6,2850.0,11227.0
21550,Saint-Germain-lès-Senailly,Rural à habitat dispersé,277,47.598,4.281,70.7,12.0,5.0,2.0,6.1,16.6,10.6,1.6,NA,NA
21552,Saint-Hélier,Rural à habitat très dispersé,365,47.389,4.688,75.6,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21553,Saint-Jean-de-Bœuf,Rural à habitat dispersé,593,47.211,4.764,64.7,10.0,4.0,2.0,6.8,14.0,9.7,4.1,NA,NA
21554,Saint-Jean-de-Losne,Bourgs ruraux,182,47.102,5.266,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21555,Saint-Julien,Bourgs ruraux,259,47.396,5.142,54.1,11.0,4.0,2.0,7.5,19.7,9.9,3.1,2957.5,11787.5
21556,Saint-Léger-Triey,Rural à habitat dispersé,199,47.317,5.355,67.2,10.0,5.0,2.0,7.5,19.7,10.3,2.3,3021.0,11776.0
21557,Saint-Marc-sur-Seine,Rural à habitat dispersé,392,47.7,4.6,59.0,10.0,4.0,2.0,6.0,15.2,10.2,2.6,2850.0,11227.0
21558,Sainte-Marie-la-Blanche,Bourgs ruraux,246,46.974,4.892,57.55,9.0,4.0,2.0,6.6,15.9,10.1,2.5,3159.5,12751.0
21559,Sainte-Marie-sur-Ouche,Rural à habitat dispersé,578,47.289,4.804,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21560,Saint-Martin-de-la-Mer,Rural à habitat très dispersé,521,47.237,4.229,69.4,10.0,5.0,2.0,5.2,14.1,9.6,3.3,2951.0,11810.0
21561,Saint-Martin-du-Mont,Rural à habitat dispersé,578,47.415,4.812,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21562,Saint-Maurice-sur-Vingeanne,Rural à habitat dispersé,202,47.579,5.398,69.75,11.0,5.0,2.0,5.6,15.7,10.05,2.5,3004.0,12060.0
21563,Saint-Mesmin,Rural à habitat très dispersé,365,47.346,4.655,75.6,11.0,5.0,2.0,5.1,16.4,9.7,3.8,NA,NA
21564,Saint-Nicolas-lès-Cîteaux,Rural à habitat dispersé,232,47.129,5.085,60.75,7.0,4.0,2.0,7.35,20.0,10.7,2.2,3033.0,11939.0
21565,Saint-Philibert,Rural à habitat dispersé,232,47.203,5.013,57.4,9.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21566,Saint-Pierre-en-Vaux,Rural à habitat très dispersé,396,47.057,4.529,62.4,10.0,4.0,2.0,6.05,19.75,10.0,2.5,2951.0,11810.0
21567,Saint-Prix-lès-Arnay,Rural à habitat très dispersé,396,47.113,4.504,62.4,10.0,4.0,2.0,5.6,15.65,10.0,2.5,2951.0,11810.0
21568,Saint-Rémy,Rural à habitat dispersé,277,47.651,4.301,70.7,12.0,5.0,2.0,6.1,16.6,10.6,1.6,2850.0,11227.0
21569,Saint-Romain,Rural à habitat dispersé,425,47.012,4.703,68.65,10.0,5.0,2.0,6.4,16.3,9.7,4.1,2964.0,11154.0
21570,Sainte-Sabine,Rural à habitat dispersé,400,47.188,4.622,66.8,11.0,5.0,2.0,6.1,15.3,9.7,2.5,NA,NA
21571,Saint-Sauveur,Rural à habitat dispersé,202,47.358,5.406,69.75,11.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21572,Saint-Seine-en-Bâche,Rural à habitat dispersé,193,47.116,5.377,66.25,10.0,5.0,2.0,6.85,16.75,10.7,3.2,3157.5,12718.5
21573,Saint-Seine-l'Abbaye,Rural à habitat dispersé,578,47.441,4.782,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21574,Saint-Seine-sur-Vingeanne,Rural à habitat dispersé,202,47.517,5.433,69.75,11.0,5.0,2.0,5.6,15.7,10.6,2.5,3004.0,12060.0
21575,Saint-Symphorien-sur-Saône,Rural à habitat dispersé,193,47.091,5.318,66.25,10.0,5.0,2.0,6.85,16.75,10.7,3.2,3157.5,12718.5
21576,Saint-Thibault,Rural à habitat dispersé,421,47.378,4.466,57.8,10.0,4.0,1.0,6.3,15.65,9.7,1.6,NA,NA
21577,Saint-Usage,Bourgs ruraux,182,47.109,5.25,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21578,Saint-Victor-sur-Ouche,Rural à habitat dispersé,593,47.232,4.749,64.7,10.0,4.0,2.0,6.8,14.0,9.7,4.1,NA,NA
21579,Salives,Rural à habitat très dispersé,440,47.605,4.901,75.0,12.0,5.0,2.0,6.6,14.4,10.1,3.8,NA,NA
21580,Salmaise,Rural à habitat dispersé,390,47.455,4.676,74.0,12.0,5.0,2.0,6.7,14.7,9.5,3.8,NA,NA
21581,Samerey,Rural à habitat dispersé,193,47.09,5.366,66.25,10.0,5.0,2.0,6.85,16.75,10.7,3.2,3157.5,12718.5
21582,Santenay,Rural à habitat dispersé,232,46.917,4.693,58.5,9.5,4.0,2.0,6.4,16.3,10.2,2.5,3159.5,12751.0
21583,Santosse,Rural à habitat dispersé,324,47.007,4.634,56.2,9.0,4.0,2.0,6.4,16.3,10.2,4.1,2964.0,11154.0
21584,Saulieu,Bourgs ruraux,521,47.284,4.232,69.4,10.0,5.0,2.0,5.2,14.1,9.6,3.3,NA,NA
21585,Saulon-la-Chapelle,Bourgs ruraux,219,47.211,5.094,55.7,9.0,4.0,1.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21586,Saulon-la-Rue,Rural à habitat dispersé,219,47.226,5.05,55.7,9.0,4.0,1.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21587,Saulx-le-Duc,Rural à habitat dispersé,275,47.55,5.022,56.8,10.0,4.0,2.0,6.6,14.4,10.05,2.5,2957.5,11787.5
21588,Saussey,Rural à habitat dispersé,324,47.064,4.61,56.2,9.0,4.0,2.0,5.6,15.65,10.0,2.5,2964.0,11154.0
21589,Saussy,Rural à habitat dispersé,259,47.462,4.982,54.1,11.0,4.0,2.0,6.95,17.15,9.5,3.8,2957.5,11787.5
21590,Savigny-lès-Beaune,Bourgs ruraux,246,47.081,4.803,57.55,9.0,4.0,2.0,6.6,15.9,10.1,4.1,2964.0,11154.0
21591,Savigny-le-Sec,Bourgs ruraux,259,47.434,5.042,54.1,11.0,4.0,2.0,6.95,17.15,9.9,3.1,2957.5,11787.5
21592,Savigny-sous-Mâlain,Rural à habitat dispersé,578,47.332,4.754,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21593,Savilly,Rural à habitat dispersé,492,47.122,4.278,71.2,10.0,5.0,2.0,5.95,14.25,9.5,2.6,2951.0,11810.0
21594,Savoisy,Rural à habitat dispersé,195,47.736,4.4,64.4,11.0,4.0,2.0,6.1,16.6,10.6,2.95,2850.0,11227.0
21595,Savolles,Rural à habitat dispersé,200,47.378,5.276,59.9,9.0,4.0,2.0,7.5,19.7,10.05,2.5,2957.5,11787.5
21596,Savouges,Rural à habitat dispersé,219,47.181,5.058,55.7,9.0,4.0,1.0,7.35,20.0,9.9,3.1,2957.5,11787.5
21597,Segrois,Rural à habitat très dispersé,265,47.161,4.893,57.4,8.0,4.0,2.0,6.6,15.9,10.1,4.1,2957.5,11787.5
21598,Seigny,Rural à habitat dispersé,340,47.577,4.439,73.75,12.0,6.0,2.0,6.1,16.6,10.6,1.6,2850.0,11227.0
21599,Selongey,Bourgs ruraux,283,47.595,5.2,59.8,10.0,4.0,1.0,5.55,15.7,10.05,2.5,2752.0,10923.0
21600,Semarey,Rural à habitat dispersé,412,47.268,4.626,65.2,11.0,4.0,2.0,5.1,16.4,9.7,2.5,NA,NA
21601,Semezanges,Rural à habitat dispersé,265,47.216,4.851,57.4,8.0,4.0,2.0,6.6,15.9,10.1,4.1,2957.5,11787.5
21602,Semond,Rural à habitat très dispersé,392,47.713,4.572,59.0,10.0,4.0,2.0,6.0,15.2,10.2,2.6,2850.0,11227.0
21603,Semur-en-Auxois,Bourgs ruraux,314,47.491,4.341,59.4,10.0,4.0,1.0,6.2,15.7,10.2,1.6,NA,NA
21604,Senailly,Rural à habitat dispersé,277,47.583,4.267,70.7,12.0,5.0,2.0,6.1,16.6,10.6,1.6,NA,NA
21605,Sennecey-lès-Dijon,Ceintures urbaines,219,47.292,5.104,55.7,9.0,4.0,1.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21606,Ladoix-Serrigny,Rural à habitat dispersé,246,47.063,4.912,57.55,9.0,4.0,2.0,6.6,15.9,10.1,4.1,3159.5,12751.0
21607,Seurre,Bourgs ruraux,182,47.007,5.152,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21608,Sincey-lès-Rouvray,Rural à habitat très dispersé,517,47.434,4.131,81.4,12.0,5.0,2.0,6.9,16.9,10.4,2.8,NA,NA
21609,Soirans,Rural à habitat dispersé,199,47.21,5.299,67.2,10.0,5.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21610,Soissons-sur-Nacey,Rural à habitat dispersé,305,47.25,5.462,59.7,7.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21611,Sombernon,Bourgs ruraux,365,47.31,4.703,75.6,11.0,5.0,2.0,5.1,16.4,9.5,3.8,NA,NA
21612,Souhey,Rural à habitat dispersé,295,47.488,4.421,58.0,10.0,4.0,1.0,6.65,16.2,10.2,1.6,NA,NA
21613,Soussey-sur-Brionne,Rural à habitat dispersé,412,47.327,4.534,65.2,11.0,4.0,2.0,5.1,16.4,9.7,2.5,NA,NA
21614,Spoy,Rural à habitat dispersé,275,47.446,5.187,56.8,10.0,4.0,2.0,7.5,19.7,10.05,2.5,2957.5,11787.5
21615,Sussey,Rural à habitat très dispersé,420,47.215,4.372,60.6,11.0,4.0,2.0,5.95,14.25,9.5,2.6,2951.0,11810.0
21616,Tailly,Rural à habitat dispersé,232,46.966,4.817,58.5,9.5,4.0,2.0,6.6,15.9,10.1,2.5,3159.5,12751.0
21617,Talant,Grands centres urbains,259,47.339,4.998,54.1,11.0,4.0,2.0,6.95,17.15,9.9,3.1,2957.5,11787.5
21618,Talmay,Rural à habitat dispersé,202,47.366,5.461,69.75,11.0,5.0,2.0,6.1,15.8,10.3,2.3,3021.0,11776.0
21619,Tanay,Rural à habitat dispersé,283,47.414,5.277,59.8,10.0,4.0,1.0,7.5,19.7,10.05,2.5,2957.5,11787.5
21620,Tarsul,Rural à habitat dispersé,275,47.519,4.98,56.8,10.0,4.0,2.0,6.95,17.15,10.05,2.5,2957.5,11787.5
21622,Tart-le-Bas,Rural à habitat dispersé,200,47.207,5.224,59.9,9.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21623,Tart,Bourgs ruraux,200,47.196,5.205,59.9,9.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21624,Tellecey,Rural à habitat dispersé,199,47.29,5.299,67.2,10.0,5.0,2.0,7.5,19.7,9.9,3.1,2957.5,11787.5
21625,Ternant,Rural à habitat très dispersé,265,47.2,4.833,57.4,8.0,4.0,2.0,6.6,15.9,10.1,4.1,2957.5,11787.5
21626,Terrefondrée,Rural à habitat très dispersé,326,47.728,4.842,69.7,11.0,5.0,2.0,5.5,17.7,10.1,2.6,2850.0,11227.0
21627,Thenissey,Rural à habitat dispersé,310,47.496,4.62,73.5,11.0,5.0,2.0,5.3,14.6,10.2,3.8,NA,NA
21628,Thoires,Rural à habitat dispersé,300,47.941,4.682,96.2,15.0,8.0,3.0,6.4,15.2,10.2,2.6,2850.0,11227.0
21629,Thoisy-la-Berchère,Rural à habitat dispersé,492,47.261,4.332,71.2,10.0,5.0,2.0,5.95,14.25,9.5,2.6,NA,NA
21630,Thoisy-le-Désert,Rural à habitat dispersé,412,47.25,4.521,65.2,11.0,4.0,2.0,6.1,15.3,9.7,2.5,NA,NA
21631,Thomirey,Rural à habitat très dispersé,396,47.088,4.587,62.4,10.0,4.0,2.0,5.6,15.65,10.0,2.5,2964.0,11154.0
21632,Thorey-en-Plaine,Bourgs ruraux,200,47.215,5.138,59.9,9.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21633,Thorey-sous-Charny,Rural à habitat dispersé,421,47.33,4.45,57.8,10.0,4.0,1.0,6.3,15.65,9.7,1.6,NA,NA
21634,Thorey-sur-Ouche,Rural à habitat très dispersé,593,47.149,4.693,64.7,10.0,4.0,2.0,6.8,14.0,9.7,4.1,NA,NA
21635,Thoste,Rural à habitat dispersé,342,47.436,4.227,63.5,11.0,4.0,2.0,6.2,15.7,10.2,1.6,NA,NA
21636,Thury,Rural à habitat dispersé,396,47.028,4.527,62.4,10.0,4.0,2.0,6.05,19.75,10.0,2.5,2951.0,11810.0
21637,Tichey,Rural à habitat dispersé,182,47.013,5.289,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21638,Til-Châtel,Bourgs ruraux,283,47.519,5.179,59.8,10.0,4.0,1.0,5.55,15.7,10.05,2.5,2957.5,11787.5
21639,Tillenay,Rural à habitat dispersé,199,47.189,5.351,67.2,10.0,5.0,2.0,6.85,16.75,10.7,3.2,3157.5,12718.5
21640,Torcy-et-Pouligny,Rural à habitat dispersé,342,47.497,4.236,63.5,11.0,4.0,2.0,6.2,15.7,10.2,1.6,NA,NA
21641,Touillon,Rural à habitat dispersé,392,47.659,4.437,59.0,10.0,4.0,2.0,6.1,16.6,10.6,1.6,2850.0,11227.0
21642,Toutry,Rural à habitat dispersé,249,47.502,4.128,61.2,10.0,4.0,2.0,6.35,16.75,10.4,2.8,NA,NA
21643,Tréclun,Bourgs ruraux,199,47.192,5.288,67.2,10.0,5.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21644,Trochères,Rural à habitat dispersé,199,47.348,5.315,67.2,10.0,5.0,2.0,7.5,19.7,10.05,2.5,2957.5,11787.5
21645,Trouhans,Rural à habitat dispersé,199,47.153,5.271,67.2,10.0,5.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21646,Trouhaut,Rural à habitat dispersé,578,47.391,4.763,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21647,Trugny,Rural à habitat dispersé,182,46.972,5.146,59.4,9.0,4.0,2.0,7.1,16.7,10.7,2.2,3033.0,11939.0
21648,Turcey,Rural à habitat dispersé,365,47.409,4.719,75.6,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21649,Uncey-le-Franc,Rural à habitat très dispersé,412,47.344,4.575,65.2,11.0,4.0,2.0,5.1,16.4,9.7,3.8,NA,NA
21650,Urcy,Rural à habitat dispersé,265,47.264,4.846,57.4,8.0,4.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21651,Val-Suzon,Rural à habitat dispersé,578,47.427,4.909,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21652,Vandenesse-en-Auxois,Rural à habitat dispersé,400,47.223,4.621,66.8,11.0,5.0,2.0,6.1,15.3,9.7,2.5,NA,NA
21653,Vannaire,Rural à habitat dispersé,215,47.916,4.571,62.95,10.0,4.0,2.0,5.1,15.5,9.6,2.6,2850.0,11227.0
21655,Vanvey,Rural à habitat dispersé,300,47.842,4.726,96.2,15.0,8.0,3.0,5.1,15.5,9.6,2.6,2850.0,11227.0
21656,Varanges,Petites villes,200,47.235,5.191,59.9,9.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21657,Varois-et-Chaignot,Bourgs ruraux,259,47.355,5.126,54.1,11.0,4.0,2.0,6.3,15.7,9.9,3.1,2957.5,11787.5
21659,Vaux-Saules,Rural à habitat très dispersé,578,47.475,4.823,70.4,11.0,5.0,2.0,6.0,13.7,9.5,3.8,2957.5,11787.5
21660,Veilly,Rural à habitat très dispersé,400,47.127,4.597,66.8,11.0,5.0,2.0,5.6,15.65,10.0,2.5,NA,NA
21661,Velars-sur-Ouche,Bourgs ruraux,259,47.319,4.91,54.1,11.0,4.0,2.0,6.95,17.15,9.5,3.8,2957.5,11787.5
21662,Velogny,Rural à habitat très dispersé,421,47.402,4.465,57.8,10.0,4.0,1.0,6.65,16.2,10.2,1.6,NA,NA
21663,Venarey-les-Laumes,Bourgs ruraux,340,47.538,4.44,73.75,12.0,6.0,2.0,6.65,16.2,10.2,1.6,2850.0,11227.0
21664,Verdonnet,Rural à habitat très dispersé,180,47.742,4.335,61.4,11.0,4.0,2.0,6.1,16.6,10.6,2.95,2850.0,11227.0
21665,Vernois-lès-Vesvres,Rural à habitat dispersé,410,47.653,5.15,76.4,12.0,5.0,2.0,5.55,15.7,10.05,2.5,2752.0,10923.0
21666,Vernot,Rural à habitat dispersé,259,47.491,4.963,54.1,11.0,4.0,2.0,6.95,17.15,9.5,3.8,2957.5,11787.5
21667,Véronnes,Rural à habitat dispersé,283,47.536,5.238,59.8,10.0,4.0,1.0,5.55,15.7,10.05,2.5,2957.5,11787.5
21669,Verrey-sous-Drée,Rural à habitat très dispersé,365,47.368,4.688,75.6,11.0,5.0,2.0,6.0,13.7,9.5,3.8,NA,NA
21670,Verrey-sous-Salmaise,Rural à habitat dispersé,390,47.438,4.674,74.0,12.0,5.0,2.0,6.7,14.7,9.5,3.8,NA,NA
21671,Vertault,Rural à habitat très dispersé,195,47.925,4.327,64.4,11.0,4.0,2.0,6.0,15.9,10.7,2.95,2850.0,11227.0
21672,Vesvres,Rural à habitat très dispersé,318,47.376,4.529,72.3,11.0,5.0,2.0,6.7,14.7,9.7,1.6,NA,NA
21673,Veuvey-sur-Ouche,Rural à habitat dispersé,593,47.182,4.717,64.7,10.0,4.0,2.0,6.8,14.0,9.7,4.1,NA,NA
21674,Veuxhaulles-sur-Aube,Rural à habitat dispersé,300,47.939,4.812,96.2,15.0,8.0,3.0,4.6,17.0,10.2,2.6,2850.0,11227.0
