code_insee_com,nom_com,typologie_territoire,alti_med,latitude,longitude,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
1001,Abergement-Clémenciat,Rural à habitat dispersé,243,46.153,4.926,66.0,10.0,4.0,2.0,7.05,17.1,10.35,2.6,3059.0,12079.0
1002,Abergement-de-Varey,Rural à habitat dispersé,296,46.009,5.428,104.8,10.0,6.0,4.0,6.6,17.6,10.75,1.1,2934.0,11543.5
1004,Ambérieu-en-Bugey,Centres urbains intermédiaires,250,45.961,5.373,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1005,Ambérieux-en-Dombes,Bourgs ruraux,291,45.996,4.912,63.8,9.0,4.0,2.0,7.05,17.1,10.4,1.8,2314.0,NA
1006,Ambléon,Rural à habitat dispersé,277,45.75,5.594,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1007,Ambronay,Rural à habitat dispersé,250,46.006,5.358,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1008,Ambutrix,Ceintures urbaines,250,45.937,5.333,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1009,Andert-et-Condon,Rural à habitat dispersé,277,45.787,5.658,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1010,Anglefort,Bourgs ruraux,285,45.909,5.795,95.0,10.0,5.0,3.0,6.8,16.1,9.9,2.1,3314.0,13004.0
1011,Apremont,Rural à habitat dispersé,535,46.206,5.658,115.5,12.0,7.0,4.0,4.1,15.0,11.5,1.2,2290.5,9134.5
1012,Aranc,Rural à habitat dispersé,296,46.002,5.511,104.8,10.0,6.0,4.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1013,Arandas,Rural à habitat très dispersé,944,45.891,5.499,131.6,11.0,7.0,5.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1014,Arbent,Ceintures urbaines,535,46.284,5.691,114.45,11.0,7.0,4.0,4.15,16.95,9.5,1.6,2290.5,9134.5
1015,Arboys en Bugey,Rural à habitat dispersé,277,45.724,5.653,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1016,Arbigny,Rural à habitat dispersé,208,46.478,4.96,58.5,7.0,4.0,2.0,7.4,16.9,10.4,2.6,3059.0,12079.0
1017,Argis,Rural à habitat dispersé,296,45.934,5.482,104.8,10.0,6.0,4.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1019,Armix,Rural à habitat très dispersé,284,45.854,5.584,101.95,10.0,6.0,3.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1021,Ars-sur-Formans,Bourgs ruraux,291,45.994,4.822,63.8,9.0,4.0,2.0,9.0,19.3,10.4,1.8,2314.0,NA
1022,Artemare,Bourgs ruraux,603,45.87,5.691,105.7,10.0,6.0,4.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1023,Asnières-sur-Saône,Rural à habitat dispersé,200,46.386,4.884,71.3,9.0,4.0,2.0,7.4,16.9,10.4,2.6,3059.0,12079.0
1024,Attignat,Bourgs ruraux,201,46.286,5.18,69.5,11.0,4.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1025,Bâgé-Dommartin,Rural à habitat dispersé,200,46.323,4.953,71.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1026,Bâgé-le-Châtel,Bourgs ruraux,200,46.308,4.929,71.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1027,Balan,Bourgs ruraux,182,45.831,5.108,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1028,Baneins,Rural à habitat dispersé,243,46.114,4.902,66.0,10.0,4.0,2.0,7.1,16.4,10.35,1.8,3059.0,12079.0
1029,Beaupont,Rural à habitat dispersé,210,46.429,5.26,86.85,10.0,5.0,3.0,7.8,17.35,10.7,2.1,3121.5,11329.0
1030,Beauregard,Ceintures urbaines,190,46.001,4.756,50.5,8.0,3.0,1.0,9.0,19.3,10.4,1.8,2314.0,NA
1031,Bellignat,Centres urbains intermédiaires,535,46.237,5.636,115.5,12.0,7.0,4.0,4.8,15.2,10.6,1.2,2290.5,9134.5
1032,Béligneux,Bourgs ruraux,182,45.859,5.14,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1033,Valserhône,Centres urbains intermédiaires,350,46.107,5.832,90.35,10.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1034,Belley,Petites villes,277,45.75,5.684,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1035,Belleydoux,Rural à habitat dispersé,1133,46.253,5.785,124.3,12.0,7.0,4.0,5.0,12.2,7.8,2.6,3173.0,12220.0
1036,Valromey-sur-Séran,Rural à habitat dispersé,878,45.885,5.651,105.7,10.0,6.0,4.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1037,Bénonces,Rural à habitat dispersé,944,45.838,5.483,131.6,11.0,7.0,5.0,7.9,17.7,10.75,1.1,3314.0,13004.0
1038,Bény,Rural à habitat dispersé,243,46.319,5.282,84.15,11.0,5.0,3.0,7.0,16.8,10.6,1.7,3121.5,11329.0
1040,Béréziat,Rural à habitat dispersé,208,46.367,5.04,58.5,7.0,4.0,2.0,7.4,17.8,11.2,0.8,2322.0,9348.0
1041,Bettant,Ceintures urbaines,200,45.937,5.367,82.0,8.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1042,Bey,Rural à habitat dispersé,219,46.219,4.846,62.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1043,Beynost,Centres urbains intermédiaires,182,45.839,4.997,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.1,3216.0,12299.0
1044,Billiat,Rural à habitat dispersé,350,46.079,5.766,90.35,10.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1045,Birieux,Rural à habitat dispersé,280,45.953,5.037,65.3,9.0,4.0,2.0,7.05,17.1,10.4,3.2,2946.0,11810.0
1046,Biziat,Rural à habitat dispersé,200,46.227,4.941,71.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1047,Blyes,Rural à habitat dispersé,200,45.847,5.252,82.0,8.0,5.0,3.0,6.8,18.0,10.4,2.5,2934.0,11543.5
1049,Boisse,Ceintures urbaines,182,45.845,5.028,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1050,Boissey,Rural à habitat dispersé,200,46.373,4.999,71.3,9.0,4.0,2.0,7.4,17.8,11.2,0.8,2322.0,9348.0
1051,Bolozon,Rural à habitat très dispersé,450,46.196,5.471,116.0,11.0,7.0,4.0,6.1,15.6,9.3,1.7,3121.5,11329.0
1052,Bouligneux,Rural à habitat très dispersé,280,46.023,4.992,65.3,9.0,4.0,2.0,7.05,17.1,10.4,0.8,2322.0,9348.0
1053,Bourg-en-Bresse,Centres urbains intermédiaires,240,46.205,5.246,80.7,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2322.0,9348.0
1054,Bourg-Saint-Christophe,Bourgs ruraux,182,45.886,5.144,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1056,Boyeux-Saint-Jérôme,Rural à habitat dispersé,315,46.036,5.463,107.2,10.0,6.0,4.0,6.1,15.6,9.3,1.1,2934.0,11543.5
1057,Boz,Rural à habitat dispersé,200,46.405,4.914,71.3,9.0,4.0,2.0,7.4,16.9,10.4,2.6,3059.0,12079.0
1058,Brégnier-Cordon,Rural à habitat dispersé,242,45.642,5.616,77.45,7.0,4.0,2.5,8.65,18.45,10.3,1.8,2483.0,11696.0
1060,Brénod,Rural à habitat dispersé,615,46.076,5.614,123.1,11.0,7.0,4.0,9.4,21.4,11.5,2.4,3314.0,13004.0
1061,Brens,Rural à habitat dispersé,277,45.714,5.69,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,2483.0,11696.0
1062,Bressolles,Ceintures urbaines,182,45.869,5.101,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1063,Brion,Petites villes,495,46.169,5.547,116.9,10.0,7.0,4.0,9.4,21.4,9.3,1.2,2290.5,9134.5
1064,Briord,Rural à habitat dispersé,281,45.771,5.485,89.05,8.5,5.0,3.0,6.8,18.8,10.75,1.1,3314.0,13004.0
1065,Buellas,Bourgs ruraux,201,46.21,5.145,69.5,11.0,4.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1066,Burbanche,Rural à habitat très dispersé,944,45.86,5.546,131.6,11.0,7.0,5.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1067,Ceignes,Rural à habitat dispersé,596,46.126,5.495,115.2,11.0,7.0,5.0,6.1,15.6,9.3,1.1,2290.5,9134.5
1068,Cerdon,Rural à habitat dispersé,315,46.072,5.476,107.2,10.0,6.0,4.0,6.1,15.6,9.3,1.1,2934.0,11543.5
1069,Certines,Bourgs ruraux,265,46.134,5.262,84.5,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2934.0,11543.5
1071,Cessy,Ceintures urbaines,507,46.316,6.078,71.85,9.0,5.0,3.0,6.3,16.0,9.5,2.0,3249.0,13397.0
1072,Ceyzériat,Bourgs ruraux,260,46.183,5.32,78.8,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2934.0,11543.5
1073,Ceyzérieu,Rural à habitat dispersé,284,45.834,5.719,101.95,10.0,6.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1074,Chalamont,Bourgs ruraux,280,46.008,5.169,65.3,9.0,4.0,2.0,7.05,17.1,10.15,2.5,2934.0,11543.5
1075,Chaleins,Bourgs ruraux,190,46.034,4.798,50.5,8.0,3.0,1.0,9.0,19.3,10.4,1.8,2314.0,NA
1076,Chaley,Rural à habitat dispersé,820,45.953,5.537,119.8,11.0,7.0,4.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1077,Challes-la-Montagne,Rural à habitat dispersé,596,46.122,5.458,115.2,11.0,7.0,5.0,6.1,15.6,9.3,1.1,2934.0,11543.5
1078,Challex,Petites villes,605,46.177,5.971,115.6,12.0,7.0,4.0,6.3,13.95,9.2,1.6,3249.0,13397.0
1079,Champagne-en-Valromey,Rural à habitat dispersé,695,45.932,5.693,106.45,11.0,6.5,4.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1080,Champdor-Corcelles,Rural à habitat dispersé,805,46.02,5.6,120.45,11.0,7.0,4.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1081,Champfromier,Rural à habitat dispersé,700,46.22,5.822,140.5,11.0,7.0,5.0,5.0,12.2,7.8,2.6,3173.0,12220.0
1082,Chanay,Rural à habitat dispersé,417,46.006,5.769,80.8,9.0,5.0,3.0,7.5,16.7,9.9,2.1,3166.5,12409.5
1083,Chaneins,Rural à habitat dispersé,243,46.094,4.855,66.0,10.0,4.0,2.0,7.1,16.4,10.35,1.8,3059.0,12079.0
1084,Chanoz-Châtenay,Rural à habitat dispersé,200,46.186,5.028,73.2,10.0,5.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1085,Chapelle-du-Châtelard,Rural à habitat dispersé,266,46.074,5.022,58.6,9.0,4.0,2.0,7.05,17.1,11.2,0.8,2322.0,9348.0
1087,Charix,Rural à habitat dispersé,530,46.186,5.681,138.0,12.0,8.0,5.0,4.1,15.0,11.5,1.2,2290.5,9134.5
1088,Charnoz-sur-Ain,Bourgs ruraux,250,45.874,5.221,86.85,10.0,5.0,3.0,6.8,18.0,10.4,2.5,2934.0,11543.5
1089,Château-Gaillard,Bourgs ruraux,250,45.973,5.308,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1090,Châtenay,Rural à habitat dispersé,250,46.026,5.205,86.85,10.0,5.0,3.0,7.05,17.1,10.15,2.5,2934.0,11543.5
1092,Châtillon-la-Palud,Bourgs ruraux,250,45.975,5.242,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1093,Châtillon-sur-Chalaronne,Bourgs ruraux,243,46.123,4.958,66.0,10.0,4.0,2.0,7.05,17.1,11.2,0.8,2322.0,9348.0
1094,Chavannes-sur-Reyssouze,Rural à habitat dispersé,208,46.438,5.007,58.5,7.0,4.0,2.0,7.4,17.8,10.4,0.8,2322.0,9348.0
1095,Nivigne et Suran,Rural à habitat dispersé,400,46.275,5.416,139.0,13.0,8.0,5.0,5.4,16.2,10.2,1.7,3121.5,11329.0
1096,Chaveyriat,Rural à habitat dispersé,200,46.199,5.056,73.2,10.0,5.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1098,Chazey-Bons,Rural à habitat dispersé,277,45.793,5.685,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1099,Chazey-sur-Ain,Rural à habitat dispersé,250,45.893,5.255,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1100,Cheignieu-la-Balme,Rural à habitat dispersé,284,45.823,5.605,101.95,10.0,6.0,3.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1101,Chevillard,Rural à habitat dispersé,615,46.11,5.581,123.1,11.0,7.0,4.0,9.4,21.4,9.3,1.2,2290.5,9134.5
1102,Chevroux,Rural à habitat dispersé,200,46.382,4.963,71.3,9.0,4.0,2.0,7.4,17.8,10.4,2.6,3059.0,12079.0
1103,Chevry,Ceintures urbaines,507,46.283,6.047,71.85,9.0,5.0,3.0,6.3,16.0,9.5,2.0,3249.0,13397.0
1104,Chézery-Forens,Rural à habitat dispersé,700,46.223,5.872,140.5,11.0,7.0,5.0,2.8,11.45,7.8,2.6,3173.0,12220.0
1105,Civrieux,Bourgs ruraux,291,45.922,4.886,63.8,9.0,4.0,2.0,9.8,18.4,10.5,3.1,3216.0,12299.0
1106,Cize,Rural à habitat dispersé,400,46.2,5.451,139.0,13.0,8.0,5.0,6.1,15.6,9.3,1.7,3121.5,11329.0
1107,Cleyzieu,Rural à habitat dispersé,296,45.902,5.433,104.8,10.0,6.0,4.0,6.6,17.6,10.75,1.1,2934.0,11543.5
1108,Coligny,Rural à habitat dispersé,210,46.387,5.331,86.85,10.0,5.0,3.0,5.4,16.2,10.2,1.7,3121.5,11329.0
1109,Collonges,Bourgs ruraux,700,46.142,5.9,140.5,11.0,7.0,5.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1110,Colomieu,Rural à habitat dispersé,277,45.736,5.627,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1111,Conand,Rural à habitat très dispersé,944,45.884,5.475,131.6,11.0,7.0,5.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1112,Condamine,Rural à habitat dispersé,615,46.106,5.556,123.1,11.0,7.0,4.0,9.4,21.4,9.3,1.1,2290.5,9134.5
1113,Condeissiat,Rural à habitat dispersé,201,46.154,5.084,69.5,11.0,4.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1114,Confort,Rural à habitat dispersé,350,46.154,5.833,90.35,10.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1115,Confrançon,Rural à habitat dispersé,200,46.27,5.058,73.2,10.0,5.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1116,Contrevoz,Rural à habitat dispersé,284,45.801,5.621,101.95,10.0,6.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1117,Conzieu,Rural à habitat dispersé,277,45.725,5.604,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1118,Corbonod,Rural à habitat dispersé,285,45.966,5.79,95.0,10.0,5.0,3.0,7.5,16.7,9.9,2.1,3166.5,12409.5
1121,Corlier,Rural à habitat dispersé,315,46.034,5.496,107.2,10.0,6.0,4.0,6.1,15.6,9.3,1.1,3314.0,13004.0
1123,Cormoranche-sur-Saône,Rural à habitat dispersé,219,46.24,4.828,62.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1124,Cormoz,Rural à habitat dispersé,210,46.434,5.222,86.85,10.0,5.0,3.0,7.8,17.35,10.7,2.1,2322.0,9348.0
1125,Corveissiat,Rural à habitat dispersé,400,46.25,5.472,139.0,13.0,8.0,5.0,5.4,16.2,10.2,1.7,3121.5,11329.0
1127,Courmangoux,Rural à habitat dispersé,243,46.327,5.356,84.15,11.0,5.0,3.0,5.4,16.2,10.2,1.7,3121.5,11329.0
1128,Courtes,Rural à habitat dispersé,220,46.457,5.111,74.85,10.0,5.0,2.0,7.4,17.8,10.7,2.1,2322.0,9348.0
1129,Crans,Rural à habitat très dispersé,250,45.966,5.195,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1130,Bresse Vallons,Rural à habitat dispersé,201,46.313,5.178,69.5,11.0,4.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1133,Cressin-Rochefort,Rural à habitat dispersé,277,45.783,5.766,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,2962.0,11706.5
1134,Crottet,Bourgs ruraux,219,46.283,4.878,62.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1135,Crozet,Ceintures urbaines,890,46.292,5.995,105.2,6.0,4.0,3.0,6.3,13.95,9.2,1.6,3249.0,13397.0
1136,Cruzilles-lès-Mépillat,Rural à habitat dispersé,243,46.222,4.875,66.0,10.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1138,Culoz-Béon,Bourgs ruraux,340,45.856,5.784,92.5,10.0,6.0,3.0,6.8,16.1,10.3,1.8,3314.0,13004.0
1139,Curciat-Dongalon,Rural à habitat dispersé,220,46.488,5.163,74.85,10.0,5.0,2.0,7.4,17.8,10.7,2.1,2322.0,9348.0
1140,Curtafond,Rural à habitat dispersé,201,46.273,5.102,69.5,11.0,4.0,2.0,5.9,16.3,11.2,0.8,2322.0,9348.0
1141,Cuzieu,Rural à habitat dispersé,284,45.82,5.677,101.95,10.0,6.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1142,Dagneux,Centres urbains intermédiaires,182,45.853,5.073,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1143,Divonne-les-Bains,Ceintures urbaines,467,46.376,6.116,81.5,9.0,5.0,3.0,5.2,17.1,9.5,2.0,3249.0,13397.0
1145,Dompierre-sur-Veyle,Rural à habitat dispersé,265,46.067,5.217,84.5,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1146,Dompierre-sur-Chalaronne,Rural à habitat dispersé,243,46.142,4.901,66.0,10.0,4.0,2.0,7.1,16.4,10.35,2.6,3059.0,12079.0
1147,Domsure,Rural à habitat très dispersé,210,46.424,5.293,86.85,10.0,5.0,3.0,7.8,17.35,10.7,2.1,3121.5,11329.0
1148,Dortan,Bourgs ruraux,308,46.313,5.642,134.25,11.5,8.0,5.0,4.15,16.95,9.5,1.6,2290.5,9134.5
1149,Douvres,Bourgs ruraux,250,45.984,5.371,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1150,Drom,Rural à habitat dispersé,260,46.22,5.368,78.8,10.0,5.0,3.0,7.0,16.8,10.6,1.7,3121.5,11329.0
1151,Druillat,Rural à habitat dispersé,265,46.068,5.294,84.5,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1152,Échallon,Rural à habitat dispersé,530,46.227,5.733,138.0,12.0,8.0,5.0,5.0,12.2,11.5,1.6,2290.5,9134.5
1153,Échenevex,Ceintures urbaines,507,46.316,6.019,71.85,9.0,5.0,3.0,6.3,16.0,9.5,2.0,3249.0,13397.0
1155,Évosges,Rural à habitat dispersé,296,45.965,5.503,104.8,10.0,6.0,4.0,6.6,17.6,10.75,1.1,3314.0,13004.0
1156,Faramans,Rural à habitat dispersé,182,45.91,5.125,73.1,9.5,4.0,2.5,6.8,18.0,10.4,3.2,2946.0,11810.0
1157,Fareins,Bourgs ruraux,190,46.021,4.762,50.5,8.0,3.0,1.0,9.0,19.3,10.4,1.8,2314.0,NA
1158,Farges,Bourgs ruraux,700,46.166,5.9,140.5,11.0,7.0,5.0,6.3,13.95,9.2,1.6,3166.5,12409.5
1159,Feillens,Bourgs ruraux,200,46.337,4.885,71.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1160,Ferney-Voltaire,Centres urbains intermédiaires,507,46.252,6.108,71.85,9.0,5.0,3.0,6.3,16.0,9.5,2.0,3249.0,13397.0
1162,Flaxieu,Rural à habitat dispersé,277,45.811,5.745,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,3314.0,13004.0
1163,Foissiat,Rural à habitat dispersé,189,46.378,5.185,76.0,10.0,5.0,2.0,7.4,17.8,11.2,0.8,2322.0,9348.0
1165,Francheleins,Rural à habitat dispersé,195,46.074,4.813,54.9,8.0,3.0,2.0,7.0,17.9,10.4,1.8,2314.0,12079.0
1166,Frans,Ceintures urbaines,190,45.994,4.78,50.5,8.0,3.0,1.0,9.0,19.3,10.4,1.8,2314.0,NA
1167,Garnerans,Rural à habitat dispersé,219,46.214,4.828,62.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1169,Genouilleux,Ceintures urbaines,195,46.12,4.793,54.9,8.0,3.0,2.0,7.1,16.4,10.35,1.8,3059.0,12079.0
1170,Béard-Géovreissiat,Petites villes,495,46.19,5.551,116.9,10.0,7.0,4.0,9.4,21.4,9.3,1.2,2290.5,9134.5
1171,Géovreisset,Ceintures urbaines,535,46.251,5.613,115.5,12.0,7.0,4.0,4.8,15.2,10.6,1.2,2290.5,9134.5
1173,Gex,Centres urbains intermédiaires,507,46.347,6.046,71.85,9.0,5.0,3.0,-0.35,6.35,9.5,2.0,3249.0,13397.0
1174,Giron,Rural à habitat dispersé,530,46.223,5.78,138.0,12.0,8.0,5.0,5.0,12.2,11.5,2.6,3173.0,12220.0
1175,Gorrevod,Bourgs ruraux,200,46.415,4.951,71.3,9.0,4.0,2.0,7.4,16.9,10.4,2.6,3059.0,12079.0
1177,Grand-Corent,Rural à habitat dispersé,400,46.207,5.433,139.0,13.0,8.0,5.0,6.1,15.6,9.3,1.7,3121.5,11329.0
1179,Grièges,Bourgs ruraux,219,46.263,4.846,62.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1180,Grilly,Rural à habitat dispersé,467,46.332,6.114,81.5,9.0,5.0,3.0,5.2,17.1,9.5,2.0,3249.0,13397.0
1181,Groissiat,Rural à habitat dispersé,535,46.226,5.611,115.5,12.0,7.0,4.0,4.8,15.2,10.6,1.2,2290.5,9134.5
1183,Guéreins,Ceintures urbaines,195,46.107,4.782,54.9,8.0,3.0,2.0,7.9,16.5,11.0,1.8,2314.0,12079.0
1184,Hautecourt-Romanèche,Rural à habitat dispersé,596,46.161,5.429,115.2,11.0,7.0,5.0,6.1,15.6,9.3,1.7,2934.0,11543.5
1185,Plateau d'Hauteville,Bourgs ruraux,800,45.97,5.576,129.4,11.0,7.0,4.0,4.7,14.2,8.75,2.4,3314.0,13004.0
1187,Haut Valromey,Rural à habitat très dispersé,695,46.032,5.703,106.45,11.0,6.5,4.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1188,Illiat,Rural à habitat dispersé,243,46.187,4.888,66.0,10.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1189,Injoux-Génissiat,Rural à habitat dispersé,350,46.05,5.76,90.35,10.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1190,Innimond,Rural à habitat dispersé,284,45.792,5.574,101.95,10.0,6.0,3.0,6.8,18.8,10.3,1.8,3314.0,13004.0
1191,Izenave,Rural à habitat dispersé,615,46.038,5.524,123.1,11.0,7.0,4.0,6.1,15.6,9.3,1.1,3314.0,13004.0
1192,Izernore,Bourgs ruraux,430,46.218,5.563,115.65,12.0,7.0,4.0,9.4,21.4,10.6,1.2,2290.5,9134.5
1193,Izieu,Rural à habitat dispersé,277,45.656,5.639,89.8,9.0,5.0,3.0,7.3,17.5,10.3,1.8,2483.0,11696.0
1194,Jassans-Riottier,Ceintures urbaines,305,45.978,4.76,54.3,8.0,4.0,2.0,9.0,19.3,10.4,1.8,2314.0,NA
1195,Jasseron,Bourgs ruraux,260,46.215,5.312,78.8,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2322.0,9348.0
1196,Jayat,Rural à habitat dispersé,189,46.366,5.114,76.0,10.0,5.0,2.0,7.4,17.8,11.2,0.8,2322.0,9348.0
1197,Journans,Rural à habitat dispersé,265,46.146,5.334,84.5,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2934.0,11543.5
1198,Joyeux,Rural à habitat très dispersé,280,45.95,5.103,65.3,9.0,4.0,2.0,7.05,17.1,10.4,3.2,2946.0,11810.0
1199,Jujurieux,Bourgs ruraux,291,46.05,5.411,94.55,10.0,6.0,3.0,6.1,15.6,9.3,2.5,2934.0,11543.5
1200,Labalme,Rural à habitat dispersé,596,46.093,5.494,115.2,11.0,7.0,5.0,6.1,15.6,9.3,1.1,2934.0,11543.5
1202,Lagnieu,Petites villes,200,45.892,5.329,82.0,8.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1203,Laiz,Bourgs ruraux,200,46.247,4.899,71.3,9.0,4.0,2.0,7.0,16.3,10.1,2.6,3059.0,12079.0
1204,Poizat-Lalleyriat,Rural à habitat dispersé,530,46.148,5.718,138.0,12.0,8.0,5.0,4.1,15.0,11.5,1.1,3166.5,12409.5
1206,Lantenay,Rural à habitat dispersé,615,46.054,5.541,123.1,11.0,7.0,4.0,6.1,15.6,9.3,1.1,3314.0,13004.0
1207,Lapeyrouse,Rural à habitat dispersé,280,45.986,4.982,65.3,9.0,4.0,2.0,7.05,17.1,10.4,3.1,3216.0,12299.0
1208,Lavours,Rural à habitat dispersé,340,45.811,5.773,92.5,10.0,6.0,3.0,6.8,16.1,10.3,1.8,3314.0,13004.0
1209,Léaz,Rural à habitat dispersé,350,46.109,5.876,90.35,10.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1210,Lélex,Rural à habitat dispersé,890,46.286,5.929,105.2,6.0,4.0,3.0,6.3,13.95,9.2,1.6,3173.0,12220.0
1211,Lent,Bourgs ruraux,240,46.116,5.202,80.7,10.0,5.0,3.0,7.0,16.8,10.6,1.7,2322.0,9348.0
1212,Lescheroux,Rural à habitat dispersé,189,46.412,5.151,76.0,10.0,5.0,2.0,7.4,17.8,10.7,2.1,2322.0,9348.0
1213,Leyment,Rural à habitat dispersé,250,45.927,5.295,86.85,10.0,5.0,3.0,6.3,16.6,10.15,2.5,2934.0,11543.5
1214,Leyssard,Rural à habitat très dispersé,450,46.162,5.476,116.0,11.0,7.0,4.0,6.1,15.6,9.3,1.7,2290.5,9134.5
1215,Surjoux-Lhopital,Rural à habitat très dispersé,417,46.024,5.762,80.8,9.0,5.0,3.0,5.5,17.1,9.8,1.1,3166.5,12409.5
1216,Lhuis,Rural à habitat dispersé,281,45.744,5.536,89.05,8.5,5.0,3.0,6.8,18.8,10.3,1.8,3314.0,13004.0
1219,Lompnas,Rural à habitat dispersé,281,45.811,5.523,89.05,8.5,5.0,3.0,6.8,18.8,8.75,2.4,3314.0,13004.0
1224,Loyettes,Ceintures urbaines,250,45.792,5.218,66.5,9.0,4.0,2.0,6.8,18.0,10.4,3.2,2946.0,11810.0
