code_insee_com,typologie_territoire,alti_med,latitude,longitude,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Insolation_med,Rayonnement_med,Force_vent_med,Tens_vap_med
1001,Rural à habitat dispersé,243,46.153,4.926,66.0,10.0,4.0,2.0,7.05,17.1,3059.0,12079.0,2.6,10.35
1002,Rural à habitat dispersé,296,46.009,5.428,104.8,10.0,6.0,4.0,6.6,17.6,2934.0,11543.5,1.1,10.75
1004,Centres urbains intermédiaires,250,45.961,5.373,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1005,Bourgs ruraux,291,45.996,4.912,63.8,9.0,4.0,2.0,7.05,17.1,2314.0,NA,1.8,10.4
1006,Rural à habitat dispersé,277,45.75,5.594,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1007,Rural à habitat dispersé,250,46.006,5.358,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1008,Ceintures urbaines,250,45.937,5.333,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1009,Rural à habitat dispersé,277,45.787,5.658,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1010,Bourgs ruraux,285,45.909,5.795,95.0,10.0,5.0,3.0,6.8,16.1,3314.0,13004.0,2.1,9.9
1011,Rural à habitat dispersé,535,46.206,5.658,115.5,12.0,7.0,4.0,4.1,15.0,2290.5,9134.5,1.2,11.5
1012,Rural à habitat dispersé,296,46.002,5.511,104.8,10.0,6.0,4.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1013,Rural à habitat très dispersé,944,45.891,5.499,131.6,11.0,7.0,5.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1014,Ceintures urbaines,535,46.284,5.691,114.45,11.0,7.0,4.0,4.15,16.95,2290.5,9134.5,1.6,9.5
1015,Rural à habitat dispersé,277,45.724,5.653,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1016,Rural à habitat dispersé,208,46.478,4.96,58.5,7.0,4.0,2.0,7.4,16.9,3059.0,12079.0,2.6,10.4
1017,Rural à habitat dispersé,296,45.934,5.482,104.8,10.0,6.0,4.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1019,Rural à habitat très dispersé,284,45.854,5.584,101.95,10.0,6.0,3.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1021,Bourgs ruraux,291,45.994,4.822,63.8,9.0,4.0,2.0,9.0,19.3,2314.0,NA,1.8,10.4
1022,Bourgs ruraux,603,45.87,5.691,105.7,10.0,6.0,4.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1023,Rural à habitat dispersé,200,46.386,4.884,71.3,9.0,4.0,2.0,7.4,16.9,3059.0,12079.0,2.6,10.4
1024,Bourgs ruraux,201,46.286,5.18,69.5,11.0,4.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1025,Rural à habitat dispersé,200,46.323,4.953,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1026,Bourgs ruraux,200,46.308,4.929,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1027,Bourgs ruraux,182,45.831,5.108,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1028,Rural à habitat dispersé,243,46.114,4.902,66.0,10.0,4.0,2.0,7.1,16.4,3059.0,12079.0,1.8,10.35
1029,Rural à habitat dispersé,210,46.429,5.26,86.85,10.0,5.0,3.0,7.8,17.35,3121.5,11329.0,2.1,10.7
1030,Ceintures urbaines,190,46.001,4.756,50.5,8.0,3.0,1.0,9.0,19.3,2314.0,NA,1.8,10.4
1031,Centres urbains intermédiaires,535,46.237,5.636,115.5,12.0,7.0,4.0,4.8,15.2,2290.5,9134.5,1.2,10.6
1032,Bourgs ruraux,182,45.859,5.14,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1033,Centres urbains intermédiaires,350,46.107,5.832,90.35,10.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1034,Petites villes,277,45.75,5.684,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1035,Rural à habitat dispersé,1133,46.253,5.785,124.3,12.0,7.0,4.0,5.0,12.2,3173.0,12220.0,2.6,7.8
1036,Rural à habitat dispersé,878,45.885,5.651,105.7,10.0,6.0,4.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1037,Rural à habitat dispersé,944,45.838,5.483,131.6,11.0,7.0,5.0,7.9,17.7,3314.0,13004.0,1.1,10.75
1038,Rural à habitat dispersé,243,46.319,5.282,84.15,11.0,5.0,3.0,7.0,16.8,3121.5,11329.0,1.7,10.6
1040,Rural à habitat dispersé,208,46.367,5.04,58.5,7.0,4.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1041,Ceintures urbaines,200,45.937,5.367,82.0,8.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1042,Rural à habitat dispersé,219,46.219,4.846,62.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1043,Centres urbains intermédiaires,182,45.839,4.997,73.1,9.5,4.0,2.5,6.8,18.0,3216.0,12299.0,3.1,10.4
1044,Rural à habitat dispersé,350,46.079,5.766,90.35,10.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1045,Rural à habitat dispersé,280,45.953,5.037,65.3,9.0,4.0,2.0,7.05,17.1,2946.0,11810.0,3.2,10.4
1046,Rural à habitat dispersé,200,46.227,4.941,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1047,Rural à habitat dispersé,200,45.847,5.252,82.0,8.0,5.0,3.0,6.8,18.0,2934.0,11543.5,2.5,10.4
1049,Ceintures urbaines,182,45.845,5.028,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1050,Rural à habitat dispersé,200,46.373,4.999,71.3,9.0,4.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1051,Rural à habitat très dispersé,450,46.196,5.471,116.0,11.0,7.0,4.0,6.1,15.6,3121.5,11329.0,1.7,9.3
1052,Rural à habitat très dispersé,280,46.023,4.992,65.3,9.0,4.0,2.0,7.05,17.1,2322.0,9348.0,0.8,10.4
1053,Centres urbains intermédiaires,240,46.205,5.246,80.7,10.0,5.0,3.0,7.0,16.8,2322.0,9348.0,1.7,10.6
1054,Bourgs ruraux,182,45.886,5.144,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1056,Rural à habitat dispersé,315,46.036,5.463,107.2,10.0,6.0,4.0,6.1,15.6,2934.0,11543.5,1.1,9.3
1057,Rural à habitat dispersé,200,46.405,4.914,71.3,9.0,4.0,2.0,7.4,16.9,3059.0,12079.0,2.6,10.4
1058,Rural à habitat dispersé,242,45.642,5.616,77.45,7.0,4.0,2.5,8.65,18.45,2483.0,11696.0,1.8,10.3
1060,Rural à habitat dispersé,615,46.076,5.614,123.1,11.0,7.0,4.0,9.4,21.4,3314.0,13004.0,2.4,11.5
1061,Rural à habitat dispersé,277,45.714,5.69,89.8,9.0,5.0,3.0,7.3,17.5,2483.0,11696.0,1.8,10.3
1062,Ceintures urbaines,182,45.869,5.101,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1063,Petites villes,495,46.169,5.547,116.9,10.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.2,9.3
1064,Rural à habitat dispersé,281,45.771,5.485,89.05,8.5,5.0,3.0,6.8,18.8,3314.0,13004.0,1.1,10.75
1065,Bourgs ruraux,201,46.21,5.145,69.5,11.0,4.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1066,Rural à habitat très dispersé,944,45.86,5.546,131.6,11.0,7.0,5.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1067,Rural à habitat dispersé,596,46.126,5.495,115.2,11.0,7.0,5.0,6.1,15.6,2290.5,9134.5,1.1,9.3
1068,Rural à habitat dispersé,315,46.072,5.476,107.2,10.0,6.0,4.0,6.1,15.6,2934.0,11543.5,1.1,9.3
1069,Bourgs ruraux,265,46.134,5.262,84.5,10.0,5.0,3.0,7.0,16.8,2934.0,11543.5,1.7,10.6
1071,Ceintures urbaines,507,46.316,6.078,71.85,9.0,5.0,3.0,6.3,16.0,3249.0,13397.0,2.0,9.5
1072,Bourgs ruraux,260,46.183,5.32,78.8,10.0,5.0,3.0,7.0,16.8,2934.0,11543.5,1.7,10.6
1073,Rural à habitat dispersé,284,45.834,5.719,101.95,10.0,6.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1074,Bourgs ruraux,280,46.008,5.169,65.3,9.0,4.0,2.0,7.05,17.1,2934.0,11543.5,2.5,10.15
1075,Bourgs ruraux,190,46.034,4.798,50.5,8.0,3.0,1.0,9.0,19.3,2314.0,NA,1.8,10.4
1076,Rural à habitat dispersé,820,45.953,5.537,119.8,11.0,7.0,4.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1077,Rural à habitat dispersé,596,46.122,5.458,115.2,11.0,7.0,5.0,6.1,15.6,2934.0,11543.5,1.1,9.3
1078,Petites villes,605,46.177,5.971,115.6,12.0,7.0,4.0,6.3,13.95,3249.0,13397.0,1.6,9.2
1079,Rural à habitat dispersé,695,45.932,5.693,106.45,11.0,6.5,4.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1080,Rural à habitat dispersé,805,46.02,5.6,120.45,11.0,7.0,4.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1081,Rural à habitat dispersé,700,46.22,5.822,140.5,11.0,7.0,5.0,5.0,12.2,3173.0,12220.0,2.6,7.8
1082,Rural à habitat dispersé,417,46.006,5.769,80.8,9.0,5.0,3.0,7.5,16.7,3166.5,12409.5,2.1,9.9
1083,Rural à habitat dispersé,243,46.094,4.855,66.0,10.0,4.0,2.0,7.1,16.4,3059.0,12079.0,1.8,10.35
1084,Rural à habitat dispersé,200,46.186,5.028,73.2,10.0,5.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1085,Rural à habitat dispersé,266,46.074,5.022,58.6,9.0,4.0,2.0,7.05,17.1,2322.0,9348.0,0.8,11.2
1087,Rural à habitat dispersé,530,46.186,5.681,138.0,12.0,8.0,5.0,4.1,15.0,2290.5,9134.5,1.2,11.5
1088,Bourgs ruraux,250,45.874,5.221,86.85,10.0,5.0,3.0,6.8,18.0,2934.0,11543.5,2.5,10.4
1089,Bourgs ruraux,250,45.973,5.308,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1090,Rural à habitat dispersé,250,46.026,5.205,86.85,10.0,5.0,3.0,7.05,17.1,2934.0,11543.5,2.5,10.15
1092,Bourgs ruraux,250,45.975,5.242,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1093,Bourgs ruraux,243,46.123,4.958,66.0,10.0,4.0,2.0,7.05,17.1,2322.0,9348.0,0.8,11.2
1094,Rural à habitat dispersé,208,46.438,5.007,58.5,7.0,4.0,2.0,7.4,17.8,2322.0,9348.0,0.8,10.4
1095,Rural à habitat dispersé,400,46.275,5.416,139.0,13.0,8.0,5.0,5.4,16.2,3121.5,11329.0,1.7,10.2
1096,Rural à habitat dispersé,200,46.199,5.056,73.2,10.0,5.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1098,Rural à habitat dispersé,277,45.793,5.685,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1099,Rural à habitat dispersé,250,45.893,5.255,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1100,Rural à habitat dispersé,284,45.823,5.605,101.95,10.0,6.0,3.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1101,Rural à habitat dispersé,615,46.11,5.581,123.1,11.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.2,9.3
1102,Rural à habitat dispersé,200,46.382,4.963,71.3,9.0,4.0,2.0,7.4,17.8,3059.0,12079.0,2.6,10.4
1103,Ceintures urbaines,507,46.283,6.047,71.85,9.0,5.0,3.0,6.3,16.0,3249.0,13397.0,2.0,9.5
1104,Rural à habitat dispersé,700,46.223,5.872,140.5,11.0,7.0,5.0,2.8,11.45,3173.0,12220.0,2.6,7.8
1105,Bourgs ruraux,291,45.922,4.886,63.8,9.0,4.0,2.0,9.8,18.4,3216.0,12299.0,3.1,10.5
1106,Rural à habitat dispersé,400,46.2,5.451,139.0,13.0,8.0,5.0,6.1,15.6,3121.5,11329.0,1.7,9.3
1107,Rural à habitat dispersé,296,45.902,5.433,104.8,10.0,6.0,4.0,6.6,17.6,2934.0,11543.5,1.1,10.75
1108,Rural à habitat dispersé,210,46.387,5.331,86.85,10.0,5.0,3.0,5.4,16.2,3121.5,11329.0,1.7,10.2
1109,Bourgs ruraux,700,46.142,5.9,140.5,11.0,7.0,5.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1110,Rural à habitat dispersé,277,45.736,5.627,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1111,Rural à habitat très dispersé,944,45.884,5.475,131.6,11.0,7.0,5.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1112,Rural à habitat dispersé,615,46.106,5.556,123.1,11.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.1,9.3
1113,Rural à habitat dispersé,201,46.154,5.084,69.5,11.0,4.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1114,Rural à habitat dispersé,350,46.154,5.833,90.35,10.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1115,Rural à habitat dispersé,200,46.27,5.058,73.2,10.0,5.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1116,Rural à habitat dispersé,284,45.801,5.621,101.95,10.0,6.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1117,Rural à habitat dispersé,277,45.725,5.604,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1118,Rural à habitat dispersé,285,45.966,5.79,95.0,10.0,5.0,3.0,7.5,16.7,3166.5,12409.5,2.1,9.9
1121,Rural à habitat dispersé,315,46.034,5.496,107.2,10.0,6.0,4.0,6.1,15.6,3314.0,13004.0,1.1,9.3
1123,Rural à habitat dispersé,219,46.24,4.828,62.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1124,Rural à habitat dispersé,210,46.434,5.222,86.85,10.0,5.0,3.0,7.8,17.35,2322.0,9348.0,2.1,10.7
1125,Rural à habitat dispersé,400,46.25,5.472,139.0,13.0,8.0,5.0,5.4,16.2,3121.5,11329.0,1.7,10.2
1127,Rural à habitat dispersé,243,46.327,5.356,84.15,11.0,5.0,3.0,5.4,16.2,3121.5,11329.0,1.7,10.2
1128,Rural à habitat dispersé,220,46.457,5.111,74.85,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,2.1,10.7
1129,Rural à habitat très dispersé,250,45.966,5.195,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1130,Rural à habitat dispersé,201,46.313,5.178,69.5,11.0,4.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1133,Rural à habitat dispersé,277,45.783,5.766,89.8,9.0,5.0,3.0,7.3,17.5,2962.0,11706.5,1.8,10.3
1134,Bourgs ruraux,219,46.283,4.878,62.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1135,Ceintures urbaines,890,46.292,5.995,105.2,6.0,4.0,3.0,6.3,13.95,3249.0,13397.0,1.6,9.2
1136,Rural à habitat dispersé,243,46.222,4.875,66.0,10.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1138,Bourgs ruraux,340,45.856,5.784,92.5,10.0,6.0,3.0,6.8,16.1,3314.0,13004.0,1.8,10.3
1139,Rural à habitat dispersé,220,46.488,5.163,74.85,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,2.1,10.7
1140,Rural à habitat dispersé,201,46.273,5.102,69.5,11.0,4.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
1141,Rural à habitat dispersé,284,45.82,5.677,101.95,10.0,6.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1142,Centres urbains intermédiaires,182,45.853,5.073,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1143,Ceintures urbaines,467,46.376,6.116,81.5,9.0,5.0,3.0,5.2,17.1,3249.0,13397.0,2.0,9.5
1145,Rural à habitat dispersé,265,46.067,5.217,84.5,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1146,Rural à habitat dispersé,243,46.142,4.901,66.0,10.0,4.0,2.0,7.1,16.4,3059.0,12079.0,2.6,10.35
1147,Rural à habitat très dispersé,210,46.424,5.293,86.85,10.0,5.0,3.0,7.8,17.35,3121.5,11329.0,2.1,10.7
1148,Bourgs ruraux,308,46.313,5.642,134.25,11.5,8.0,5.0,4.15,16.95,2290.5,9134.5,1.6,9.5
1149,Bourgs ruraux,250,45.984,5.371,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1150,Rural à habitat dispersé,260,46.22,5.368,78.8,10.0,5.0,3.0,7.0,16.8,3121.5,11329.0,1.7,10.6
1151,Rural à habitat dispersé,265,46.068,5.294,84.5,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1152,Rural à habitat dispersé,530,46.227,5.733,138.0,12.0,8.0,5.0,5.0,12.2,2290.5,9134.5,1.6,11.5
1153,Ceintures urbaines,507,46.316,6.019,71.85,9.0,5.0,3.0,6.3,16.0,3249.0,13397.0,2.0,9.5
1155,Rural à habitat dispersé,296,45.965,5.503,104.8,10.0,6.0,4.0,6.6,17.6,3314.0,13004.0,1.1,10.75
1156,Rural à habitat dispersé,182,45.91,5.125,73.1,9.5,4.0,2.5,6.8,18.0,2946.0,11810.0,3.2,10.4
1157,Bourgs ruraux,190,46.021,4.762,50.5,8.0,3.0,1.0,9.0,19.3,2314.0,NA,1.8,10.4
1158,Bourgs ruraux,700,46.166,5.9,140.5,11.0,7.0,5.0,6.3,13.95,3166.5,12409.5,1.6,9.2
1159,Bourgs ruraux,200,46.337,4.885,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1160,Centres urbains intermédiaires,507,46.252,6.108,71.85,9.0,5.0,3.0,6.3,16.0,3249.0,13397.0,2.0,9.5
1162,Rural à habitat dispersé,277,45.811,5.745,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1163,Rural à habitat dispersé,189,46.378,5.185,76.0,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1165,Rural à habitat dispersé,195,46.074,4.813,54.9,8.0,3.0,2.0,7.0,17.9,2314.0,12079.0,1.8,10.4
1166,Ceintures urbaines,190,45.994,4.78,50.5,8.0,3.0,1.0,9.0,19.3,2314.0,NA,1.8,10.4
1167,Rural à habitat dispersé,219,46.214,4.828,62.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1169,Ceintures urbaines,195,46.12,4.793,54.9,8.0,3.0,2.0,7.1,16.4,3059.0,12079.0,1.8,10.35
1170,Petites villes,495,46.19,5.551,116.9,10.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.2,9.3
1171,Ceintures urbaines,535,46.251,5.613,115.5,12.0,7.0,4.0,4.8,15.2,2290.5,9134.5,1.2,10.6
1173,Centres urbains intermédiaires,507,46.347,6.046,71.85,9.0,5.0,3.0,-0.35,6.35,3249.0,13397.0,2.0,9.5
1174,Rural à habitat dispersé,530,46.223,5.78,138.0,12.0,8.0,5.0,5.0,12.2,3173.0,12220.0,2.6,11.5
1175,Bourgs ruraux,200,46.415,4.951,71.3,9.0,4.0,2.0,7.4,16.9,3059.0,12079.0,2.6,10.4
1177,Rural à habitat dispersé,400,46.207,5.433,139.0,13.0,8.0,5.0,6.1,15.6,3121.5,11329.0,1.7,9.3
1179,Bourgs ruraux,219,46.263,4.846,62.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1180,Rural à habitat dispersé,467,46.332,6.114,81.5,9.0,5.0,3.0,5.2,17.1,3249.0,13397.0,2.0,9.5
1181,Rural à habitat dispersé,535,46.226,5.611,115.5,12.0,7.0,4.0,4.8,15.2,2290.5,9134.5,1.2,10.6
1183,Ceintures urbaines,195,46.107,4.782,54.9,8.0,3.0,2.0,7.9,16.5,2314.0,12079.0,1.8,11.0
1184,Rural à habitat dispersé,596,46.161,5.429,115.2,11.0,7.0,5.0,6.1,15.6,2934.0,11543.5,1.7,9.3
1185,Bourgs ruraux,800,45.97,5.576,129.4,11.0,7.0,4.0,4.7,14.2,3314.0,13004.0,2.4,8.75
1187,Rural à habitat très dispersé,695,46.032,5.703,106.45,11.0,6.5,4.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1188,Rural à habitat dispersé,243,46.187,4.888,66.0,10.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1189,Rural à habitat dispersé,350,46.05,5.76,90.35,10.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1190,Rural à habitat dispersé,284,45.792,5.574,101.95,10.0,6.0,3.0,6.8,18.8,3314.0,13004.0,1.8,10.3
1191,Rural à habitat dispersé,615,46.038,5.524,123.1,11.0,7.0,4.0,6.1,15.6,3314.0,13004.0,1.1,9.3
1192,Bourgs ruraux,430,46.218,5.563,115.65,12.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.2,10.6
1193,Rural à habitat dispersé,277,45.656,5.639,89.8,9.0,5.0,3.0,7.3,17.5,2483.0,11696.0,1.8,10.3
1194,Ceintures urbaines,305,45.978,4.76,54.3,8.0,4.0,2.0,9.0,19.3,2314.0,NA,1.8,10.4
1195,Bourgs ruraux,260,46.215,5.312,78.8,10.0,5.0,3.0,7.0,16.8,2322.0,9348.0,1.7,10.6
1196,Rural à habitat dispersé,189,46.366,5.114,76.0,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1197,Rural à habitat dispersé,265,46.146,5.334,84.5,10.0,5.0,3.0,7.0,16.8,2934.0,11543.5,1.7,10.6
1198,Rural à habitat très dispersé,280,45.95,5.103,65.3,9.0,4.0,2.0,7.05,17.1,2946.0,11810.0,3.2,10.4
1199,Bourgs ruraux,291,46.05,5.411,94.55,10.0,6.0,3.0,6.1,15.6,2934.0,11543.5,2.5,9.3
1200,Rural à habitat dispersé,596,46.093,5.494,115.2,11.0,7.0,5.0,6.1,15.6,2934.0,11543.5,1.1,9.3
1202,Petites villes,200,45.892,5.329,82.0,8.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1203,Bourgs ruraux,200,46.247,4.899,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1204,Rural à habitat dispersé,530,46.148,5.718,138.0,12.0,8.0,5.0,4.1,15.0,3166.5,12409.5,1.1,11.5
1206,Rural à habitat dispersé,615,46.054,5.541,123.1,11.0,7.0,4.0,6.1,15.6,3314.0,13004.0,1.1,9.3
1207,Rural à habitat dispersé,280,45.986,4.982,65.3,9.0,4.0,2.0,7.05,17.1,3216.0,12299.0,3.1,10.4
1208,Rural à habitat dispersé,340,45.811,5.773,92.5,10.0,6.0,3.0,6.8,16.1,3314.0,13004.0,1.8,10.3
1209,Rural à habitat dispersé,350,46.109,5.876,90.35,10.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1210,Rural à habitat dispersé,890,46.286,5.929,105.2,6.0,4.0,3.0,6.3,13.95,3173.0,12220.0,1.6,9.2
1211,Bourgs ruraux,240,46.116,5.202,80.7,10.0,5.0,3.0,7.0,16.8,2322.0,9348.0,1.7,10.6
1212,Rural à habitat dispersé,189,46.412,5.151,76.0,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,2.1,10.7
1213,Rural à habitat dispersé,250,45.927,5.295,86.85,10.0,5.0,3.0,6.3,16.6,2934.0,11543.5,2.5,10.15
1214,Rural à habitat très dispersé,450,46.162,5.476,116.0,11.0,7.0,4.0,6.1,15.6,2290.5,9134.5,1.7,9.3
1215,Rural à habitat très dispersé,417,46.024,5.762,80.8,9.0,5.0,3.0,5.5,17.1,3166.5,12409.5,1.1,9.8
1216,Rural à habitat dispersé,281,45.744,5.536,89.05,8.5,5.0,3.0,6.8,18.8,3314.0,13004.0,1.8,10.3
1219,Rural à habitat dispersé,281,45.811,5.523,89.05,8.5,5.0,3.0,6.8,18.8,3314.0,13004.0,2.4,8.75
1224,Ceintures urbaines,250,45.792,5.218,66.5,9.0,4.0,2.0,6.8,18.0,2946.0,11810.0,3.2,10.4
1225,Rural à habitat dispersé,195,46.062,4.781,54.9,8.0,3.0,2.0,7.0,17.9,2314.0,12079.0,1.8,10.4
1227,Rural à habitat dispersé,277,45.775,5.715,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1228,Bourgs ruraux,615,46.12,5.528,123.1,11.0,7.0,4.0,6.1,15.6,2290.5,9134.5,1.1,9.3
1229,Rural à habitat dispersé,189,46.33,5.144,76.0,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1230,Rural à habitat très dispersé,220,46.43,5.107,74.85,10.0,5.0,2.0,7.4,17.8,2322.0,9348.0,2.1,10.7
1231,Bourgs ruraux,200,46.364,4.902,71.3,9.0,4.0,2.0,7.0,16.3,3059.0,12079.0,2.6,10.1
1232,Rural à habitat dispersé,243,46.343,5.244,84.15,11.0,5.0,3.0,7.0,16.8,2322.0,9348.0,1.7,10.6
1233,Rural à habitat dispersé,281,45.774,5.55,89.05,8.5,5.0,3.0,6.8,18.8,3314.0,13004.0,1.8,10.3
1234,Rural à habitat dispersé,277,45.801,5.716,89.8,9.0,5.0,3.0,7.3,17.5,3314.0,13004.0,1.8,10.3
1235,Bourgs ruraux,280,46.055,5.074,65.3,9.0,4.0,2.0,7.05,17.1,2322.0,9348.0,0.8,11.2
1236,Rural à habitat dispersé,208,46.341,5.064,58.5,7.0,4.0,2.0,7.4,17.8,2322.0,9348.0,0.8,11.2
1237,Bourgs ruraux,495,46.203,5.614,116.9,10.0,7.0,4.0,9.4,21.4,2290.5,9134.5,1.2,10.6
1238,Ceintures urbaines,291,45.909,4.828,63.8,9.0,4.0,2.0,9.0,19.3,2314.0,12299.0,1.8,10.5
1239,Rural à habitat dispersé,277,45.757,5.762,89.8,9.0,5.0,3.0,7.3,17.5,2962.0,11706.5,1.8,10.3
1240,Rural à habitat dispersé,430,46.256,5.54,115.65,12.0,7.0,4.0,4.8,15.2,2290.5,9134.5,1.2,10.6
1241,Rural à habitat dispersé,260,46.245,5.336,78.8,10.0,5.0,3.0,7.0,16.8,3121.5,11329.0,1.7,10.6
1242,Rural à habitat dispersé,315,46.065,5.442,107.2,10.0,6.0,4.0,6.1,15.6,2934.0,11543.5,1.1,9.3
1243,Bourgs ruraux,190,46.047,4.759,50.5,8.0,3.0,1.0,7.0,17.9,2314.0,NA,1.8,10.4
1244,Centres urbains intermédiaires,250,45.906,5.204,86.85,10.0,5.0,3.0,6.8,18.0,2934.0,11543.5,2.5,10.4
1245,Rural à habitat dispersé,291,46.143,5.378,94.55,10.0,6.0,3.0,7.0,16.8,2934.0,11543.5,1.7,10.6
1246,Bourgs ruraux,200,46.242,5.047,73.2,10.0,5.0,2.0,5.9,16.3,2322.0,9348.0,0.8,11.2
