code_insee_com,typologie_territoire,alti_med,latitude,longitude,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Insolation_med,Rayonnement_med,Force_vent_med,Tens_vap_med
15237,Rural à habitat dispersé,805,45.074,3.176,52.0,8.0,3.0,1.0,3.7,13.8,3336.0,12135.0,2.1,8.3
15238,Rural à habitat très dispersé,940,45.055,2.49,153.8,13.0,8.0,5.0,4.8,15.55,3464.0,12519.0,2.8,9.4
15240,Rural à habitat très dispersé,853,45.385,2.67,99.0,12.0,7.0,3.0,4.9,14.75,3058.0,11646.0,4.7,7.3
15241,Rural à habitat très dispersé,1113,44.752,2.946,103.35,11.0,6.0,3.0,4.5,12.9,4299.0,14771.0,4.7,8.6
15242,Rural à habitat très dispersé,260,44.671,2.191,78.45,10.0,5.0,3.0,3.7,15.0,3349.0,12638.0,2.2,10.1
15243,Rural à habitat dispersé,910,45.244,2.544,90.7,11.0,6.0,3.0,4.9,14.75,3288.0,12611.0,2.3,9.4
15244,Rural à habitat dispersé,1074,45.074,2.952,63.95,8.5,4.0,2.0,2.2,13.3,3413.5,13734.0,3.65,8.3
15245,Rural à habitat très dispersé,805,45.038,3.196,52.0,8.0,3.0,1.0,3.7,13.8,3336.0,12135.0,2.1,8.3
15246,Rural à habitat dispersé,853,45.264,2.601,99.0,12.0,7.0,3.0,4.9,14.75,3288.0,12611.0,3.3,7.6
15247,Rural à habitat très dispersé,975,45.164,3.061,55.7,9.0,3.0,2.0,2.2,13.3,3413.5,13734.0,3.65,8.3
15248,Rural à habitat dispersé,1074,45.053,2.907,63.95,8.5,4.0,2.0,3.6,14.5,3413.5,13734.0,3.65,8.3
15249,Rural à habitat très dispersé,1050,45.184,2.586,114.0,12.0,7.0,4.0,4.9,14.75,3288.0,12611.0,4.4,7.6
15250,Rural à habitat très dispersé,470,45.356,2.515,98.8,12.0,6.0,3.0,5.5,14.8,3110.0,12107.0,2.1,8.95
15251,Rural à habitat dispersé,1134,45.053,3.272,81.1,11.0,5.0,3.0,3.7,13.8,3336.0,12135.0,2.1,8.3
15252,Rural à habitat dispersé,683,44.996,2.556,120.7,9.0,7.0,5.0,4.8,15.55,3464.0,12519.0,2.8,9.4
15253,Rural à habitat très dispersé,1075,45.219,2.883,90.8,11.0,6.0,3.0,4.2,18.3,3288.0,12611.0,3.3,8.3
15254,Rural à habitat très dispersé,370,45.32,2.368,73.5,10.0,5.0,2.0,4.6,14.9,3110.0,12107.0,2.3,9.4
15255,Rural à habitat dispersé,762,44.895,2.522,103.4,11.0,6.0,3.0,10.8,22.0,3464.0,12519.0,2.8,9.4
15256,Rural à habitat très dispersé,1270,45.278,2.978,89.7,11.0,6.0,3.0,2.95,11.9,3288.0,12611.0,3.3,8.3
15257,Rural à habitat très dispersé,762,44.806,2.582,103.4,11.0,6.0,3.0,10.8,22.0,3464.0,12519.0,2.8,9.4
15258,Bourgs ruraux,683,44.972,2.62,120.7,9.0,7.0,5.0,10.8,22.0,3464.0,12519.0,4.4,7.6
15259,Rural à habitat très dispersé,805,45.117,3.159,52.0,8.0,3.0,1.0,3.5,15.6,3336.0,12135.0,2.6,8.7
15260,Rural à habitat très dispersé,439,44.652,2.435,105.6,11.0,6.0,3.0,8.1,18.4,3345.0,11451.0,3.4,9.65
15261,Rural à habitat très dispersé,660,45.223,2.367,94.2,11.0,6.0,3.0,5.9,15.45,3110.0,12107.0,2.3,9.4
15262,Rural à habitat dispersé,698,44.997,3.055,71.8,9.0,4.0,2.0,3.8,13.5,3336.0,12135.0,2.6,8.7
15263,Rural à habitat très dispersé,959,45.129,2.898,54.0,8.0,5.0,1.0,3.6,14.5,3413.5,13734.0,3.65,8.3
15264,Rural à habitat très dispersé,740,44.81,2.314,96.05,11.0,6.0,3.0,7.0,15.0,3464.0,12519.0,2.8,9.4
15265,Bourgs ruraux,470,45.343,2.45,98.8,12.0,6.0,3.0,4.6,14.9,3110.0,12107.0,2.1,8.95
15266,Rural à habitat dispersé,683,44.931,2.538,120.7,9.0,7.0,5.0,10.8,22.0,3464.0,12519.0,2.8,9.4
15267,Bourgs ruraux,740,44.916,2.366,96.05,11.0,6.0,3.0,5.1,14.8,3464.0,12519.0,2.8,9.4
15268,Rural à habitat dispersé,740,44.857,2.234,96.05,11.0,6.0,3.0,7.0,15.0,3349.0,12638.0,2.2,10.1
15269,Rural à habitat dispersé,660,45.101,2.355,94.2,11.0,6.0,3.0,6.6,16.6,3464.0,12519.0,2.3,9.4
16001,Rural à habitat très dispersé,160,46.1,0.716,67.35,10.0,4.0,2.0,6.7,18.4,3151.0,11375.0,1.6,10.9
16002,Rural à habitat dispersé,148,46.079,0.203,55.15,9.0,3.5,2.0,6.6,17.1,3147.5,12135.5,2.7,11.3
16003,Rural à habitat dispersé,110,45.776,0.328,60.0,9.0,4.0,2.0,8.1,18.3,3168.0,11759.5,3.2,11.6
16005,Rural à habitat dispersé,88,45.889,0.0,62.0,9.0,4.0,2.0,7.4,18.05,3290.0,12257.0,3.0,11.7
16007,Rural à habitat très dispersé,162,46.02,0.526,71.5,10.0,5.0,2.0,6.8,17.2,3151.0,11375.0,1.6,10.9
16008,Rural à habitat dispersé,90,45.856,0.059,66.7,10.0,4.0,2.0,7.65,18.55,3223.0,12150.0,3.1,11.5
16009,Rural à habitat très dispersé,162,45.975,0.556,71.5,10.0,5.0,2.0,7.4,17.0,3151.0,11375.0,1.6,11.1
16011,Rural à habitat dispersé,132,45.769,0.206,57.75,9.0,4.0,2.0,8.3,18.0,3168.0,11759.5,3.2,11.0
16012,Rural à habitat dispersé,57,45.614,-0.29,49.0,9.0,3.0,1.0,8.6,18.0,3246.0,12255.0,3.2,11.6
16013,Rural à habitat dispersé,23,45.623,-0.082,57.35,9.0,4.0,2.0,7.65,18.0,3159.0,11587.5,1.9,11.7
16014,Rural à habitat dispersé,95,45.478,-0.055,57.0,10.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16015,Centres urbains intermédiaires,58,45.647,0.145,62.6,10.0,4.0,2.0,7.75,17.95,3259.5,12018.0,2.3,11.2
16016,Rural à habitat dispersé,145,45.994,0.62,65.0,9.0,5.0,2.0,6.9,17.0,3151.0,11375.0,1.6,10.9
16018,Rural à habitat dispersé,15,45.637,-0.402,60.0,9.0,4.0,2.0,7.2,18.0,3246.0,12255.0,3.2,11.9
16019,Rural à habitat dispersé,85,45.708,0.049,56.75,9.5,4.0,2.0,8.5,17.9,3259.5,12018.0,2.3,11.4
16020,Rural à habitat dispersé,120,45.261,0.168,63.5,10.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16023,Rural à habitat dispersé,97,45.915,0.256,60.0,9.0,4.0,2.0,7.4,18.0,3223.0,12150.0,3.2,11.4
16024,Rural à habitat dispersé,132,45.822,0.216,57.75,9.0,4.0,2.0,8.3,18.0,3168.0,11759.5,3.2,11.0
16025,Rural à habitat dispersé,70,45.374,-0.254,58.4,9.0,4.0,2.0,8.0,18.1,3380.0,12747.0,2.2,11.4
16026,Rural à habitat dispersé,63,45.713,0.134,60.0,9.0,4.0,2.0,7.65,18.55,3259.5,12018.0,3.2,11.5
16027,Rural à habitat dispersé,88,45.912,-0.088,62.0,9.0,4.0,2.0,7.4,18.05,3290.0,12257.0,3.0,11.7
16028,Bourgs ruraux,72,45.478,-0.158,64.35,9.0,4.0,2.0,8.6,19.9,3380.0,12747.0,2.2,11.6
16029,Rural à habitat très dispersé,81,45.301,-0.015,60.3,10.0,4.0,2.0,8.0,18.5,3402.5,12764.5,2.6,11.4
16030,Rural à habitat dispersé,95,45.489,-0.206,56.5,9.0,4.0,2.0,8.4,17.55,3380.0,12747.0,2.2,11.85
16031,Rural à habitat dispersé,97,46.005,0.236,60.0,9.0,4.0,2.0,6.6,17.1,3147.5,12135.5,2.7,11.3
16032,Rural à habitat dispersé,23,45.665,-0.099,57.35,9.0,4.0,2.0,7.65,18.0,3159.0,11587.5,1.9,11.7
16034,Rural à habitat dispersé,81,45.221,0.037,60.3,10.0,4.0,2.0,8.0,18.5,3402.5,12764.5,2.6,11.4
16035,Rural à habitat dispersé,162,45.927,0.373,71.5,10.0,5.0,2.0,6.8,17.2,3172.0,12159.0,3.3,10.9
16036,Rural à habitat très dispersé,95,45.502,0.079,57.0,10.0,4.0,2.0,7.8,17.6,3259.5,12018.0,2.3,11.6
16037,Rural à habitat très dispersé,94,45.313,0.117,56.5,9.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16038,Rural à habitat très dispersé,162,46.039,0.453,71.5,10.0,5.0,2.0,6.8,17.2,3147.5,12135.5,2.7,10.9
16039,Rural à habitat dispersé,97,46.052,0.171,60.0,9.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16040,Rural à habitat très dispersé,114,45.391,-0.067,67.7,10.0,4.0,2.0,7.7,18.7,3380.0,12747.0,2.2,11.6
16041,Rural à habitat très dispersé,95,45.431,-0.014,57.0,10.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16042,Rural à habitat dispersé,90,45.958,0.082,66.7,10.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16044,Rural à habitat très dispersé,97,46.031,0.27,60.0,9.0,4.0,2.0,6.6,17.1,3147.5,12135.5,2.7,11.3
16045,Rural à habitat très dispersé,56,45.564,-0.055,52.5,9.0,4.0,1.0,8.4,17.8,3380.0,12747.0,2.2,11.6
16046,Rural à habitat dispersé,95,45.472,0.024,57.0,10.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16047,Rural à habitat dispersé,107,45.473,0.313,67.3,9.0,5.0,2.5,6.6,18.5,3260.0,12445.0,2.9,11.3
16048,Rural à habitat très dispersé,114,45.33,-0.159,67.7,10.0,4.0,2.0,7.7,18.7,3380.0,12747.0,2.2,11.4
16049,Rural à habitat très dispersé,120,45.236,0.144,63.5,10.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16050,Rural à habitat très dispersé,95,45.576,-0.135,66.4,9.0,4.0,2.0,8.9,18.3,3380.0,12747.0,2.2,12.2
16052,Rural à habitat dispersé,94,45.34,0.148,56.5,9.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16053,Rural à habitat très dispersé,95,45.326,-0.2,61.5,10.0,4.0,2.0,7.8,17.65,3380.0,12747.0,2.2,11.4
16054,Rural à habitat très dispersé,162,46.049,0.377,71.5,10.0,5.0,2.0,6.8,17.2,3147.5,12135.5,2.7,10.9
16055,Rural à habitat dispersé,130,45.625,0.318,68.65,10.0,5.0,2.0,7.1,16.8,3168.0,11759.5,3.1,10.35
16056,Rural à habitat dispersé,62,45.666,-0.222,59.7,9.0,4.0,2.0,8.7,18.4,3246.0,12255.0,3.2,11.8
16057,Rural à habitat très dispersé,23,45.607,-0.127,57.35,9.0,4.0,2.0,8.9,18.3,3159.0,11587.5,1.9,12.2
16058,Rural à habitat dispersé,30,45.711,-0.297,57.75,9.0,4.0,2.0,8.3,17.6,3246.0,12255.0,3.2,11.2
16059,Rural à habitat dispersé,88,45.998,0.029,62.0,9.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16060,Rural à habitat dispersé,20,45.789,-0.275,56.0,9.0,4.0,1.0,7.65,18.1,3246.0,12255.0,3.2,11.7
16061,Rural à habitat dispersé,161,45.734,0.267,65.65,10.0,5.0,2.0,8.9,18.3,3168.0,11759.5,3.2,11.1
16062,Rural à habitat très dispersé,95,45.424,-0.041,57.0,10.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16063,Rural à habitat très dispersé,81,45.32,0.012,60.3,10.0,4.0,2.0,8.0,18.5,3402.5,12764.5,2.6,11.4
16064,Rural à habitat dispersé,287,45.951,0.869,71.5,11.0,4.0,2.0,7.4,17.15,3151.0,11375.0,2.6,10.8
16065,Rural à habitat très dispersé,228,46.068,0.777,67.65,10.0,5.0,2.0,7.7,17.25,3151.0,11375.0,1.6,10.95
16066,Rural à habitat très dispersé,120,45.324,-0.047,64.0,9.0,5.0,2.0,8.2,16.6,3402.5,12764.5,2.6,11.9
16067,Rural à habitat dispersé,79,45.699,0.344,65.7,10.0,5.0,2.0,8.1,18.3,3168.0,11759.5,3.2,11.6
16068,Rural à habitat très dispersé,162,45.888,0.392,71.5,10.0,5.0,2.0,6.8,17.2,3172.0,12159.0,3.3,10.9
16069,Rural à habitat dispersé,90,45.864,0.146,66.7,10.0,4.0,2.0,7.65,18.55,3223.0,12150.0,3.1,11.5
16070,Bourgs ruraux,160,45.864,0.712,63.1,10.0,5.0,2.0,7.4,17.0,3151.0,11375.0,1.6,11.1
16071,Rural à habitat très dispersé,228,45.926,0.747,67.65,10.0,5.0,2.0,7.7,17.25,3151.0,11375.0,1.6,10.95
16072,Rural à habitat dispersé,148,45.496,0.143,69.35,10.0,5.0,2.0,6.6,18.5,3259.5,12018.0,2.3,11.3
16073,Bourgs ruraux,81,45.274,0.039,60.3,10.0,4.0,2.0,8.0,18.5,3402.5,12764.5,2.6,11.4
16074,Rural à habitat très dispersé,95,45.424,-0.085,57.0,10.0,4.0,2.0,7.5,18.5,3380.0,12747.0,2.2,11.6
16075,Rural à habitat très dispersé,95,45.507,0.042,57.0,10.0,4.0,2.0,7.8,17.6,3259.5,12018.0,2.3,11.6
16076,Rural à habitat dispersé,162,45.993,0.412,71.5,10.0,5.0,2.0,6.8,17.2,3147.5,12135.5,2.7,10.9
16077,Rural à habitat dispersé,85,45.647,0.005,56.75,9.5,4.0,2.0,8.5,17.9,3259.5,12018.0,2.3,11.4
16078,Rural à habitat dispersé,132,45.717,0.196,57.75,9.0,4.0,2.0,8.3,18.0,3168.0,11759.5,3.2,11.0
16079,Rural à habitat dispersé,70,45.326,-0.255,58.4,9.0,4.0,2.0,8.0,18.1,3380.0,12747.0,2.2,11.4
16081,Rural à habitat dispersé,90,45.831,0.052,66.7,10.0,4.0,2.0,7.65,18.55,3223.0,12150.0,3.1,11.5
16082,Rural à habitat très dispersé,140,45.484,0.177,59.3,9.0,4.0,2.0,6.6,18.5,3259.5,12018.0,2.3,11.3
16083,Rural à habitat dispersé,90,45.95,0.12,66.7,10.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16084,Rural à habitat très dispersé,120,45.544,0.429,59.2,10.0,4.0,2.0,6.7,18.0,3260.0,12445.0,2.9,11.0
16085,Rural à habitat dispersé,110,45.824,0.441,60.0,9.0,4.0,2.0,8.1,18.3,3172.0,12159.0,3.3,11.6
16086,Rural à habitat dispersé,160,45.851,0.773,63.1,10.0,5.0,2.0,7.5,17.45,3151.0,11375.0,2.6,10.95
16087,Rural à habitat très dispersé,162,45.951,0.368,71.5,10.0,5.0,2.0,6.8,17.2,3147.5,12135.5,2.7,10.9
16088,Rural à habitat dispersé,17,45.71,-0.207,55.5,9.0,4.0,1.5,7.6,18.5,3159.0,11587.5,1.9,11.7
16089,Ceintures urbaines,30,45.672,-0.316,57.75,9.0,4.0,2.0,8.3,17.6,3246.0,12255.0,3.2,11.2
16090,Bourgs ruraux,56,45.596,-0.051,52.5,9.0,4.0,1.0,8.4,17.8,3259.5,12018.0,2.3,11.6
16091,Rural à habitat très dispersé,114,45.348,-0.004,67.7,10.0,4.0,2.0,7.7,18.7,3402.5,12764.5,2.6,11.9
16093,Rural à habitat dispersé,120,45.645,0.365,59.2,10.0,4.0,2.0,6.7,18.0,3168.0,11759.5,3.1,11.0
16095,Rural à habitat très dispersé,97,45.944,0.222,60.0,9.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16096,Rural à habitat très dispersé,247,45.811,0.554,72.2,10.0,5.0,2.0,8.7,16.7,3172.0,12159.0,3.3,10.9
16097,Rural à habitat dispersé,68,45.745,-0.338,54.0,9.0,4.0,2.0,9.0,18.2,3246.0,12255.0,3.2,11.8
16098,Rural à habitat dispersé,90,46.044,0.136,66.7,10.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16099,Rural à habitat dispersé,114,45.361,-0.09,67.7,10.0,4.0,2.0,7.7,18.7,3380.0,12747.0,2.2,11.9
16100,Rural à habitat dispersé,160,45.913,0.685,63.1,10.0,5.0,2.0,7.4,17.0,3151.0,11375.0,1.6,11.1
16101,Rural à habitat dispersé,58,45.55,0.051,62.6,10.0,4.0,2.0,7.75,17.95,3259.5,12018.0,2.3,11.2
16102,Centres urbains intermédiaires,68,45.696,-0.335,54.0,9.0,4.0,2.0,9.0,18.2,3246.0,12255.0,3.2,11.8
16103,Rural à habitat très dispersé,107,45.511,0.409,67.3,9.0,5.0,2.5,6.7,18.0,3260.0,12445.0,2.9,11.0
16104,Rural à habitat dispersé,97,46.028,0.228,60.0,9.0,4.0,2.0,6.6,17.1,3147.5,12135.5,2.7,11.3
16105,Rural à habitat très dispersé,72,45.401,-0.135,64.35,9.0,4.0,2.0,7.5,18.5,3380.0,12747.0,2.2,11.6
16106,Bourgs ruraux,160,46.019,0.658,67.35,10.0,4.0,2.0,6.9,17.0,3151.0,11375.0,1.6,10.9
16107,Rural à habitat dispersé,97,45.814,0.277,60.0,9.0,4.0,2.0,7.4,18.0,3168.0,11759.5,3.2,11.4
16108,Rural à habitat dispersé,90,45.838,0.09,66.7,10.0,4.0,2.0,7.65,18.55,3223.0,12150.0,3.1,11.5
16109,Rural à habitat dispersé,17,45.773,-0.181,55.5,9.0,4.0,1.5,8.6,17.8,3159.0,11587.5,1.9,11.4
16110,Rural à habitat dispersé,90,45.986,0.133,66.7,10.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16111,Rural à habitat très dispersé,94,45.394,0.082,56.5,9.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16112,Rural à habitat très dispersé,94,45.301,0.088,56.5,9.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16113,Ceintures urbaines,58,45.61,0.109,62.6,10.0,4.0,2.0,7.75,17.95,3259.5,12018.0,2.3,11.2
16114,Rural à habitat très dispersé,97,45.932,0.288,60.0,9.0,4.0,2.0,7.4,18.0,3223.0,12150.0,3.2,11.4
16116,Rural à habitat très dispersé,83,45.536,-0.21,56.5,9.0,4.0,2.0,9.3,18.7,3380.0,12747.0,2.2,11.8
16117,Rural à habitat très dispersé,81,45.296,0.021,60.3,10.0,4.0,2.0,8.0,18.5,3402.5,12764.5,2.6,11.4
16118,Rural à habitat dispersé,95,45.409,0.015,57.0,10.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16119,Rural à habitat dispersé,148,45.554,0.284,69.35,10.0,5.0,2.0,6.6,18.5,3168.0,11759.5,3.1,11.3
16120,Rural à habitat dispersé,130,45.599,0.242,68.65,10.0,5.0,2.0,7.1,16.8,3168.0,11759.5,3.1,10.35
16121,Rural à habitat dispersé,85,45.701,-0.003,56.75,9.5,4.0,2.0,8.5,17.9,3259.5,12018.0,2.3,11.4
16122,Rural à habitat très dispersé,88,45.942,0.03,62.0,9.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16123,Rural à habitat dispersé,116,45.722,-0.044,60.25,10.0,4.0,2.0,8.1,17.2,3159.0,11587.5,1.9,11.4
16124,Rural à habitat très dispersé,218,45.682,0.57,79.6,11.0,5.0,2.0,8.7,16.7,3172.0,12159.0,3.3,10.9
16125,Rural à habitat très dispersé,107,45.489,0.351,67.3,9.0,5.0,2.5,6.6,18.5,3260.0,12445.0,2.9,11.3
16127,Rural à habitat très dispersé,88,46.024,0.05,62.0,9.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16128,Rural à habitat très dispersé,205,46.069,0.538,68.9,10.0,5.0,2.0,6.75,18.65,3151.0,11375.0,1.6,10.9
16130,Rural à habitat très dispersé,120,45.237,0.111,63.5,10.0,4.0,2.0,7.8,18.6,3402.5,12764.5,2.6,11.7
16131,Rural à habitat très dispersé,160,46.026,0.72,67.35,10.0,4.0,2.0,6.9,17.0,3151.0,11375.0,1.6,10.9
16132,Rural à habitat dispersé,228,45.891,0.783,67.65,10.0,5.0,2.0,7.7,17.25,3151.0,11375.0,2.6,10.95
16133,Rural à habitat dispersé,56,45.527,-0.01,52.5,9.0,4.0,1.0,8.4,17.8,3380.0,12747.0,2.2,11.6
16134,Rural à habitat dispersé,250,45.88,0.664,66.6,10.0,5.0,2.0,7.4,17.0,3151.0,11375.0,1.6,11.1
16135,Rural à habitat dispersé,218,45.647,0.55,79.6,11.0,5.0,2.0,6.7,18.0,3172.0,12159.0,3.3,11.0
16136,Rural à habitat dispersé,90,46.02,0.159,66.7,10.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16137,Rural à habitat très dispersé,120,45.593,0.467,59.2,10.0,4.0,2.0,6.7,18.0,3172.0,12159.0,3.3,11.0
16138,Ceintures urbaines,58,45.676,0.088,62.6,10.0,4.0,2.0,7.75,17.95,3259.5,12018.0,2.3,11.2
16139,Rural à habitat dispersé,116,45.718,-0.086,60.25,10.0,4.0,2.0,8.1,17.2,3159.0,11587.5,1.9,11.4
16141,Rural à habitat dispersé,90,45.913,0.175,66.7,10.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16142,Rural à habitat très dispersé,148,46.076,0.078,55.15,9.0,3.5,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16143,Rural à habitat dispersé,148,45.527,0.197,69.35,10.0,5.0,2.0,6.6,18.5,3259.5,12018.0,2.3,11.3
16144,Rural à habitat dispersé,90,45.885,0.076,66.7,10.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16145,Rural à habitat dispersé,17,45.713,-0.125,55.5,9.0,4.0,1.5,8.6,17.8,3159.0,11587.5,1.9,11.4
16146,Rural à habitat dispersé,130,45.626,0.267,68.65,10.0,5.0,2.0,7.1,16.8,3168.0,11759.5,3.1,10.35
16147,Rural à habitat très dispersé,107,45.51,0.31,67.3,9.0,5.0,2.5,6.6,18.5,3260.0,12445.0,2.9,11.3
16148,Rural à habitat dispersé,63,45.801,0.022,60.0,9.0,4.0,2.0,7.65,18.55,3290.0,12257.0,3.0,11.5
16150,Rural à habitat dispersé,30,45.657,-0.269,57.75,9.0,4.0,2.0,8.3,17.6,3246.0,12255.0,3.2,11.2
16151,Rural à habitat dispersé,30,45.637,-0.307,57.75,9.0,4.0,2.0,8.3,17.6,3246.0,12255.0,3.2,11.2
16152,Rural à habitat dispersé,30,45.641,-0.367,57.75,9.0,4.0,2.0,8.2,18.4,3246.0,12255.0,3.2,11.9
16153,Rural à habitat dispersé,17,45.668,-0.156,55.5,9.0,4.0,1.5,7.6,18.5,3159.0,11587.5,1.9,11.7
16154,Ceintures urbaines,130,45.68,0.166,68.65,10.0,5.0,2.0,7.1,16.8,3168.0,11759.5,3.1,10.35
16155,Rural à habitat dispersé,88,45.96,-0.072,62.0,9.0,4.0,2.0,7.4,18.05,3290.0,12257.0,3.0,11.7
16157,Rural à habitat dispersé,162,45.941,0.448,71.5,10.0,5.0,2.0,6.8,17.2,3172.0,12159.0,3.3,10.9
16158,Rural à habitat très dispersé,120,45.581,0.399,59.2,10.0,4.0,2.0,6.7,18.0,3168.0,11759.5,3.1,11.0
16160,Rural à habitat très dispersé,95,45.466,-0.255,56.5,9.0,4.0,2.0,8.4,17.55,3380.0,12747.0,2.2,11.85
16161,Rural à habitat très dispersé,114,45.311,-0.123,67.7,10.0,4.0,2.0,7.7,18.7,3402.5,12764.5,2.6,11.9
16162,Rural à habitat très dispersé,140,45.436,0.265,59.3,9.0,4.0,2.0,6.6,18.5,3260.0,12445.0,2.9,11.3
16163,Bourgs ruraux,85,45.676,0.008,56.75,9.5,4.0,2.0,8.5,17.9,3259.5,12018.0,2.3,11.4
16164,Rural à habitat très dispersé,205,46.05,0.582,68.9,10.0,5.0,2.0,6.9,17.0,3151.0,11375.0,1.6,10.9
16165,Rural à habitat dispersé,20,45.756,-0.211,56.0,9.0,4.0,1.0,8.6,17.8,3159.0,11587.5,1.9,11.4
16166,Ceintures urbaines,130,45.664,0.199,68.65,10.0,5.0,2.0,7.1,16.8,3168.0,11759.5,3.1,10.35
16167,Bourgs ruraux,17,45.686,-0.165,55.5,9.0,4.0,1.5,7.6,18.5,3159.0,11587.5,1.9,11.7
16168,Rural à habitat dispersé,161,45.781,0.251,65.65,10.0,5.0,2.0,8.9,18.3,3168.0,11759.5,3.2,11.1
16169,Rural à habitat dispersé,68,45.703,-0.364,54.0,9.0,4.0,2.0,9.0,18.2,3246.0,12255.0,3.2,11.8
16170,Rural à habitat très dispersé,94,45.368,0.158,56.5,9.0,4.0,2.0,7.8,18.6,3260.0,12445.0,2.9,11.7
16171,Rural à habitat dispersé,83,45.589,-0.256,56.5,9.0,4.0,2.0,9.3,18.7,3246.0,12255.0,3.2,11.8
16173,Rural à habitat très dispersé,90,45.926,0.142,66.7,10.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16174,Rural à habitat dispersé,62,45.69,-0.229,59.7,9.0,4.0,2.0,8.7,18.4,3246.0,12255.0,3.2,11.8
16175,Rural à habitat très dispersé,56,45.535,-0.035,52.5,9.0,4.0,1.0,8.4,17.8,3380.0,12747.0,2.2,11.6
16176,Rural à habitat très dispersé,95,45.517,-0.242,56.5,9.0,4.0,2.0,7.2,17.3,3380.0,12747.0,2.2,12.1
16177,Rural à habitat très dispersé,95,45.513,-0.064,66.4,9.0,4.0,2.0,7.8,17.6,3380.0,12747.0,2.2,11.6
16178,Rural à habitat très dispersé,95,45.515,-0.206,56.5,9.0,4.0,2.0,8.4,17.55,3380.0,12747.0,2.2,11.85
16180,Rural à habitat dispersé,120,45.28,0.186,63.5,10.0,4.0,2.0,7.8,18.6,3260.0,12445.0,2.9,11.7
16181,Rural à habitat dispersé,205,46.07,0.649,68.9,10.0,5.0,2.0,6.7,18.4,3151.0,11375.0,1.6,10.9
16182,Rural à habitat très dispersé,228,46.012,0.792,67.65,10.0,5.0,2.0,7.7,17.25,3151.0,11375.0,1.6,10.95
16183,Rural à habitat très dispersé,250,45.815,0.645,66.6,10.0,5.0,2.0,7.4,17.0,3172.0,12159.0,3.3,11.1
16184,Rural à habitat dispersé,97,45.904,0.216,60.0,9.0,4.0,2.0,7.4,18.0,3223.0,12150.0,3.1,11.4
16185,Rural à habitat dispersé,90,45.916,0.104,66.7,10.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16186,Rural à habitat dispersé,62,45.566,-0.185,59.7,9.0,4.0,2.0,8.7,18.4,3380.0,12747.0,2.2,11.8
16187,Ceintures urbaines,58,45.654,0.074,62.6,10.0,4.0,2.0,7.75,17.95,3259.5,12018.0,2.3,11.2
16188,Rural à habitat très dispersé,247,45.751,0.591,72.2,10.0,5.0,2.0,8.7,16.7,3172.0,12159.0,3.3,10.9
16189,Rural à habitat très dispersé,148,46.085,0.14,55.15,9.0,3.5,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16190,Rural à habitat très dispersé,88,45.996,-0.024,62.0,9.0,4.0,2.0,6.7,17.7,3223.0,12150.0,3.1,11.3
16191,Rural à habitat dispersé,90,45.939,0.181,66.7,10.0,4.0,2.0,6.6,17.1,3223.0,12150.0,3.1,11.3
16192,Rural à habitat dispersé,250,45.91,0.573,66.6,10.0,5.0,2.0,7.4,17.0,3172.0,12159.0,3.3,11.1
16193,Rural à habitat dispersé,51,45.724,-0.397,64.15,10.0,4.0,2.0,13.9,23.55,3246.0,12255.0,3.2,11.8
16194,Rural à habitat très dispersé,88,45.935,-0.065,62.0,9.0,4.0,2.0,7.4,18.05,3290.0,12257.0,3.0,11.7
